---,Row Name,Name,StarSystemName,PosX,PosY,SpectralType,Luminosity,SubType,PrimarySlot,Cluster,ClusterOverlay,ClusterConstellation
3927,3927,3927,Isfahan,163.233,460.221,M,V,5,1,"(Id="""")",,
3928,3928,3928,Itica,-64.064,-373.084,K,V,1,2,"(Id="""")",,
3929,3929,3929,Itrom,92.459,-442.683,G,V,0,2,"(Id="""")",,
3930,3930,3930,Itzehoe,-76.479,-518.769,F,V,5,3,"(Id="""")",,
3931,3931,3931,Izmir,-340.859,-268.167,K,V,3,1,"(Id="""")",,
3932,3932,3932,Jacobabad,407.865,-283.421,F,V,8,3,"(Id="""")",,
3933,3933,3933,Janina,-446.611,173.838,K,V,0,2,"(Id="""")",,
3934,3934,3934,Jardangal,-546.017,290.188,F,V,0,3,"(Id="""")",,
3935,3935,3935,Jardine (Herakleion 2822+),-200.944,-91.199,F,V,4,4,"(Id="""")",,
3936,3936,3936,Java,2.717,-241.816,G,V,1,3,"(Id="""")",,
3937,3937,3937,Jeju,212.589,443.06,G,V,2,2,"(Id="""")",,
3938,3938,3938,Jenet,191.664,-253.952,G,V,2,3,"(Id="""")",,
3939,3939,3939,Jeppens,589.909,111.747,F,V,7,4,"(Id="""")",,
3940,3940,3940,Jilin,-6.215,-114.935,G,V,9,2,"(Id="""")",,
3941,3941,3941,Joan's Post,509.796,245.11,M,V,0,1,"(Id="""")",,
3942,3942,3942,Johnson,531.755,252.287,G,V,9,3,"(Id="""")",,
3943,3943,3943,Joppa,-27.019,-437.797,K,V,3,1,"(Id="""")",,
3944,3944,3944,Jordian Cluster,-1778.657,585.464,K,V,0,2,"(Id="""")",,
3945,3945,3945,Jorvikland,-210.488,307.656,F,V,4,4,"(Id="""")",,
3946,3946,3946,Joshua,625.486,129.652,K,V,7,1,"(Id="""")",,
3947,3947,3947,Josselin,374.884,6.219,G,V,6,2,"(Id="""")",,
3948,3948,3948,Jungar Qi,15.543,-281.895,G,V,2,2,"(Id="""")",,
3949,3949,3949,Juniper,9.735,131.747,M,V,0,1,"(Id="""")",,
3950,3950,3950,Jápminboddu,-220.275,510.011,G,V,4,3,"(Id="""")",,
3951,3951,3951,Jászberény,-105.574,-142.411,M,V,0,1,"(Id="""")",,
3952,3952,3952,Kaldu,599.067,180.035,F,V,5,4,"(Id="""")",,
3953,3953,3953,Kalmar (CC),-67.584,-302.283,G,V,4,2,"(Id="""")",,
3954,3954,3954,Kalmar (HL),-824.653,862.79,G,V,9,3,"(Id="""")",,
3955,3955,3955,Kampen,-739.714,907.185,F,V,9,3,"(Id="""")",,
3956,3956,3956,Kannon,-11.93,124.441,M,V,7,1,"(Id="""")",,
3957,3957,3957,Kanto,330.78,283.811,F,V,8,3,"(Id="""")",,
3958,3958,3958,Kapoeta,-1011.211,191.447,G,V,8,2,"(Id="""")",,
3959,3959,3959,Karlstejn,-52.468,-290.763,F,V,7,3,"(Id="""")",,
3960,3960,3960,Karpathos,964.968,194.704,M,V,5,1,"(Id="""")",,
3961,3961,3961,Katinka,151.694,-451.193,K,V,3,2,"(Id="""")",,
3962,3962,3962,Katla,-59.629,-341.019,K,V,4,1,"(Id="""")",,
3963,3963,3963,Kaufermann,405.802,-100.734,G,V,0,4,"(Id="""")",,
3964,3964,3964,Kautokeino,241.744,-311.819,F,V,2,3,"(Id="""")",,
3965,3965,3965,Kazlam,-1420.702,804.13,K,V,9,1,"(Id="""")",,
3966,3966,3966,Kazu,101.119,-364.208,F,V,7,3,"(Id="""")",,
3967,3967,3967,Kebili,-962.728,113.212,K,V,7,1,"(Id="""")",,
3968,3968,3968,Kefya,-1034.065,178.625,G,V,4,1,"(Id="""")",,
3969,3969,3969,Kek,105.02,-153.207,M,V,8,1,"(Id="""")",,
3970,3970,3970,Kenilworth,561.597,-161.563,M,V,1,1,"(Id="""")",,
3971,3971,3971,Kent,693.25,128.011,F,V,5,3,"(Id="""")",,
3972,3972,3972,Kerman,-466.194,200.83,M,V,5,1,"(Id="""")",,
3973,3973,3973,Kern,126.171,-384.043,F,V,7,4,"(Id="""")",,
3974,3974,3974,Khi,134.044,-205.925,G,V,3,3,"(Id="""")",,
3975,3975,3975,Ki Zoban,446.071,132.282,K,V,7,1,"(Id="""")",,
3976,3976,3976,Kievanur,-55.485,-152.459,G,V,8,2,"(Id="""")",,
3977,3977,3977,Killbourn,-5.084,13.109,K,V,1,2,"(Id="""")",,
3978,3978,3978,Kimi,51.853,-410.668,F,V,5,3,"(Id="""")",,
3979,3979,3979,Kingtribel,32.592,142.444,G,V,9,2,"(Id="""")",,
3980,3980,3980,Kirin,-23.601,1837.315,M,IV,9,1,"(Id="""")",,
3981,3981,3981,Kirkvåg (Toch Zu 2822+),64.325,-317.163,M,V,4,1,"(Id="""")",,
3982,3982,3982,Kiruna,125.322,411.36,K,V,4,1,"(Id="""")",,
3983,3983,3983,Kitopler,-427.833,100.084,M,V,1,1,"(Id="""")",,
3984,3984,3984,Klamriz V,205.914,-8.581,A,V,4,5,"(Id="""")",,
3985,3985,3985,Klayne,-11.536,-242.391,M,V,8,1,"(Id="""")",,
3986,3986,3986,Kleinwelt,-334.286,-423.676,K,V,3,2,"(Id="""")",,
3987,3987,3987,Klenkar,409.938,-377.682,G,V,2,2,"(Id="""")",,
3988,3988,3988,Knechee,-591.179,-1793.429,M,V,1,1,"(Id="""")",,
3989,3989,3989,Knutdor,145.171,-194.636,K,V,3,1,"(Id="""")",,
3990,3990,3990,Knutstad,349.391,481.245,K,V,1,2,"(Id="""")",,
3991,3991,3991,Kohlman,20.581,-198.301,K,V,9,1,"(Id="""")",,
3992,3992,3992,Kola,-265.491,439.573,G,V,4,3,"(Id="""")",,
3993,3993,3993,Kolobrzeg,-130.241,-45.581,G,V,2,2,"(Id="""")",,
3994,3994,3994,Konopiste,-44.042,-285.558,K,V,7,1,"(Id="""")",,
3995,3995,3995,Korvitz,336.409,-100.734,K,V,1,2,"(Id="""")",,
3996,3996,3996,Koskenkorva,-214.392,474.35,G,V,3,3,"(Id="""")",,
3997,3997,3997,Koury,595.138,250.793,F,V,5,3,"(Id="""")",,
3998,3998,3998,Krakatau,54.902,-344.937,G,V,2,3,"(Id="""")",,
3999,3999,3999,Kreller,-59.834,352.897,K,V,3,1,"(Id="""")",,
4000,4000,4000,Kristiandsund,-9.194,-83.56,K,V,8,1,"(Id="""")",,
4001,4001,4001,Ksabi,-1039.027,114.739,F,V,3,3,"(Id="""")",,
4002,4002,4002,Kublenz,505.581,-32.256,F,V,3,3,"(Id="""")",,
4003,4003,4003,Kumqwat,155.685,-265.594,K,V,6,1,"(Id="""")",,
4004,4004,4004,Kupang (CC),-51.334,-273.649,G,V,9,2,"(Id="""")",,
4005,4005,4005,Kupang (RWR),-499.069,262.606,M,V,8,1,"(Id="""")",,
4006,4006,4006,Köln (FWL),-150.073,-153.989,K,V,5,1,"(Id="""")",,
4007,4007,4007,Köln (HL),-705.919,721.723,G,V,1,3,"(Id="""")",,
4008,4008,4008,Köningsberg,-838.346,897.362,M,V,9,1,"(Id="""")",,
4009,4009,4009,La Ligua,754.018,222.388,G,V,0,2,"(Id="""")",,
4010,4010,4010,Lacadon,133.721,-135.547,K,V,8,1,"(Id="""")",,
4011,4011,4011,Lamar,14.737,266.678,M,V,0,1,"(Id="""")",,
4012,4012,4012,Lamu (Tunlmar 2822+),51.243,-233.764,K,V,1,2,"(Id="""")",,
4013,4013,4013,Lande,-502.78,73.445,G,V,2,3,"(Id="""")",,
4014,4014,4014,Landrum,-1127.445,-574.129,F,V,2,4,"(Id="""")",,
4015,4015,4015,Laong,114.532,-223.081,M,V,6,1,"(Id="""")",,
4016,4016,4016,Las Tunas,693.4,269.407,G,V,8,2,"(Id="""")",,
4017,4017,4017,Leh,441.509,-376.031,F,V,4,3,"(Id="""")",,
4018,4018,4018,Lemnos,990.465,192.538,K,V,7,1,"(Id="""")",,
4019,4019,4019,Leviathans Rest,-141.071,-1921.196,K,V,0,3,"(Id="""")",,
4020,4020,4020,León,-691.214,1103.012,G,V,3,2,"(Id="""")",,
4021,4021,4021,Lhasa,91.814,-164.963,F,V,0,4,"(Id="""")",,
4022,4022,4022,Linden,737.651,261.963,K,V,9,1,"(Id="""")",,
4023,4023,4023,Linhauiguan,15.772,-425.723,K,V,8,1,"(Id="""")",,
4024,4024,4024,Lintz,-172.135,138.445,G,V,7,1,"(Id="""")",,
4025,4025,4025,Lochmantle,138.301,-327.701,K,V,4,1,"(Id="""")",,
4026,4026,4026,Lockdale,40.275,2.57,F,V,2,4,"(Id="""")",,
4027,4027,4027,Logres,-317.919,175.646,K,V,6,1,"(Id="""")",,
4028,4028,4028,Loikaw,727.622,203.962,K,V,2,2,"(Id="""")",,
4029,4029,4029,Lokoja,-379.616,434.301,G,V,2,3,"(Id="""")",,
4030,4030,4030,Londerholm,-42.221,1872.682,G,III,7,2,"(Id="""")",,
4031,4031,4031,Lone Star,-4.656,50.416,K,V,8,5,"(Id="""")",,
4032,4032,4032,Lorkdal,421.012,-343.751,F,V,4,4,"(Id="""")",,
4033,4033,4033,Luanda,-368.133,370.723,F,V,6,3,"(Id="""")",,
4034,4034,4034,Lucknow,73.028,-337.09,K,V,6,1,"(Id="""")",,
4035,4035,4035,Luderitz,483.221,-398.616,F,V,1,4,"(Id="""")",,
4036,4036,4036,Lukla,-53.623,-225.554,F,V,5,2,"(Id="""")",,
4037,4037,4037,Lum,5.819,1757.909,F,V,1,4,"(Id="""")",,
4038,4038,4038,Lushun (Jibbet 3130+),-412.162,326.432,G,V,7,2,"(Id="""")",,
4039,4039,4039,Luxani,-268.664,-418.303,M,V,5,1,"(Id="""")",,
4040,4040,4040,Lynchburg,340.721,-128.144,F,V,8,4,"(Id="""")",,
4041,4041,4041,Lynn,-761.893,684.44,F,V,9,3,"(Id="""")",,
4042,4042,4042,Lyreton,59.059,-420.684,K,V,1,2,"(Id="""")",,
4043,4043,4043,Lywick (Ferreusvirgo 3130+),-439.431,334.98,G,V,6,2,"(Id="""")",,
4044,4044,4044,Lübeck,-703.274,817.966,M,V,5,1,"(Id="""")",,
4045,4045,4045,Machapuchre,-321.002,420.347,K,V,3,2,"(Id="""")",,
4046,4046,4046,Mackolla,637.575,-110.128,M,V,2,1,"(Id="""")",,
4047,4047,4047,Maharet,147.923,-234.486,K,V,5,1,"(Id="""")",,
4048,4048,4048,Mahrah,-417.558,214.685,F,V,3,3,"(Id="""")",,
4049,4049,4049,Maia,214.539,-323.163,G,V,3,2,"(Id="""")",,
4050,4050,4050,Maison,332.974,-112.875,F,V,4,3,"(Id="""")",,
4051,4051,4051,Malacca,-493.8,150.938,F,V,5,4,"(Id="""")",,
4052,4052,4052,Malador Cluster,-1045.933,-381.236,K,V,2,1,"(Id="""")",,
4053,4053,4053,Malaga,-489.668,305.298,K,V,7,1,"(Id="""")",,
4054,4054,4054,Malazan,-282.661,-43.906,K,V,0,2,"(Id="""")",,
4055,4055,4055,Maldive,138.074,-364.572,G,V,5,2,"(Id="""")",,
4056,4056,4056,Manaus,-152.611,-361.226,M,V,0,1,"(Id="""")",,
4057,4057,4057,Mandal,-8.766,-55.98,K,V,1,2,"(Id="""")",,
4058,4058,4058,Mandalas,66.781,-443.797,G,V,5,2,"(Id="""")",,
4059,4059,4059,Mandeville,700.395,196.157,G,V,6,2,"(Id="""")",,
4060,4060,4060,Manennaia,27.682,-89.515,K,V,7,1,"(Id="""")",,
4061,4061,4061,Mangor,-153.199,-370.687,G,V,5,3,"(Id="""")",,
4062,4062,4062,Mangzhangdian,111.94,-433.681,G,V,0,4,"(Id="""")",,
4063,4063,4063,Manksville,388.4,-22.866,K,V,8,1,"(Id="""")",,
4064,4064,4064,Manx,-182.045,317.003,F,V,4,4,"(Id="""")",,
4065,4065,4065,Mao,-355.738,456.94,K,V,8,1,"(Id="""")",,
4066,4066,4066,Marathon,-150.911,-278.781,K,V,3,2,"(Id="""")",,
4067,4067,4067,Maripa,754.264,203.785,K,V,2,2,"(Id="""")",,
4068,4068,4068,Marisura,-434.847,207.4,K,V,6,1,"(Id="""")",,
4069,4069,4069,Marsalle,-333.969,25.18,F,V,8,4,"(Id="""")",,
4070,4070,4070,Marshall,59.86,1792.14,M,V,8,3,"(Id="""")",,
4071,4071,4071,Mas,227.33,-425.51,F,V,8,4,"(Id="""")",,
4072,4072,4072,Masterton,292.596,-369.764,G,V,0,3,"(Id="""")",,
4073,4073,4073,Mattisskogen,-58.661,-361.366,F,V,5,3,"(Id="""")",,
4074,4074,4074,Mauna Loa,1026.489,-119.159,M,IV,6,6,"(Id="""")",,
4075,4075,4075,Mavegh,320.853,-335.536,G,V,0,4,"(Id="""")",,
4076,4076,4076,Mayenne,-547.119,241.556,G,V,3,2,"(Id="""")",,
4077,4077,4077,Mazdru,92.725,-321.517,M,V,7,1,"(Id="""")",,
4078,4078,4078,McEvans' Sacrifice,42.472,-520.243,K,V,4,1,"(Id="""")",,
4079,4079,4079,McEvedy's Folly,-408.06,-493.992,K,V,4,2,"(Id="""")",,
4080,4080,4080,McKellan,-225.061,74.026,M,V,2,1,"(Id="""")",,
4081,4081,4081,Mearra,-245.965,502.42,M,V,6,1,"(Id="""")",,
4082,4082,4082,Mechdur,112.42,-423.345,K,V,0,2,"(Id="""")",,
4083,4083,4083,Medron,424.157,114.42,G,V,8,1,"(Id="""")",,
4084,4084,4084,Megaris,196.137,-395.651,M,V,7,1,"(Id="""")",,
4085,4085,4085,Meghy,-518.678,156.816,F,V,6,4,"(Id="""")",,
4086,4086,4086,Megiddo,-507.427,344.481,K,V,1,2,"(Id="""")",,
4087,4087,4087,Meinhof,196.245,-147.837,K,V,4,1,"(Id="""")",,
4088,4088,4088,Melidron,-602.567,-971.91,M,V,5,1,"(Id="""")",,
4089,4089,4089,Melilla,-530.983,213.025,M,V,9,1,"(Id="""")",,
4090,4090,4090,Melk,-386.21,-213.072,K,V,8,1,"(Id="""")",,
4091,4091,4091,Melville,-303.627,405.768,F,V,1,4,"(Id="""")",,
4092,4092,4092,Menion,187.019,-394.47,K,V,0,2,"(Id="""")",,
4093,4093,4093,Merdal,91.895,-390.707,F,V,0,3,"(Id="""")",,
4094,4094,4094,Merlin,170.288,-364.496,F,V,8,3,"(Id="""")",,
4095,4095,4095,Merlynpede,-475.507,96.726,F,V,5,3,"(Id="""")",,
4096,4096,4096,Merope,213.251,-323.461,M,V,3,1,"(Id="""")",,
4097,4097,4097,Merowinger,576.426,-193.947,F,V,0,4,"(Id="""")",,
4098,4098,4098,Michtal,561.771,263.415,K,V,1,2,"(Id="""")",,
4099,4099,4099,Mickleover,-474.103,358.896,F,V,9,3,"(Id="""")",,
4100,4100,4100,Midden,-290.982,-590.604,A,V,1,1,"(Id="""")",,
4101,4101,4101,Midthun,74.4,-384.04,K,V,5,1,"(Id="""")",,
4102,4102,4102,Milvano,-463.101,20.389,G,V,3,3,"(Id="""")",,
4103,4103,4103,Mindrel,547.504,207.411,M,V,1,1,"(Id="""")",,
4104,4104,4104,Mineite,475.18,-31.3,F,V,9,3,"(Id="""")",,
4105,4105,4105,Miyako,245.42,237.749,F,V,8,3,"(Id="""")",,
4106,4106,4106,Miyazaki,51.427,57.508,G,V,1,4,"(Id="""")",,
4107,4107,4107,Mizdargh,399.56,-1338.764,M,V,3,1,"(Id="""")",,
4108,4108,4108,Mizt,632.616,251.086,G,V,7,2,"(Id="""")",,
4109,4109,4109,Modesto,-142.027,-536.497,M,V,1,1,"(Id="""")",,
4110,4110,4110,Mogabouti,-365.661,384.661,K,V,8,1,"(Id="""")",,
4111,4111,4111,Mohács,-267.779,-180.673,G,V,0,3,"(Id="""")",,
4112,4112,4112,Mokpo,232.824,221.259,G,V,4,3,"(Id="""")",,
4113,4113,4113,Mondra,-317.016,-403.337,G,V,9,2,"(Id="""")",,
4114,4114,4114,Monthey,-504.792,53.376,F,V,9,2,"(Id="""")",,
4115,4115,4115,Montsegur,-253.087,383.132,M,V,1,1,"(Id="""")",,
4116,4116,4116,Monument to Man,852.926,538.758,M,V,1,1,"(Id="""")",,
4117,4117,4117,Moroney,-493.084,155.743,F,V,2,3,"(Id="""")",,
4118,4118,4118,Morrigan,-333.15,71.818,G,V,4,3,"(Id="""")",,
4119,4119,4119,Mostaganem,-996.507,100.034,K,V,2,2,"(Id="""")",,
4120,4120,4120,Mumbai,25.302,-248.926,K,V,8,1,"(Id="""")",,
4121,4121,4121,Murmansk,320.533,221.949,F,V,2,4,"(Id="""")",,
4122,4122,4122,Muroto,212.518,182.926,F,V,9,4,"(Id="""")",,
4123,4123,4123,Murrain (Richmond's World 3025-),896.109,28.78,K,V,2,5,"(Id="""")",,
4124,4124,4124,Murris (Kalindam 2822+),52.218,-379.328,K,V,5,1,"(Id="""")",,
4125,4125,4125,Muswell,35.241,289.645,G,V,5,3,"(Id="""")",,
4126,4126,4126,Myrrdin,-388.534,62.774,G,V,8,3,"(Id="""")",,
4127,4127,4127,Myrvoll,-17.664,-88.598,F,V,6,3,"(Id="""")",,
4128,4128,4128,Mytilene,151.165,-135.63,M,V,7,1,"(Id="""")",,
4129,4129,4129,Naco,-522.162,232.813,G,V,2,1,"(Id="""")",,
4130,4130,4130,Nai-Stohl,1.5,72.395,K,V,9,1,"(Id="""")",,
4131,4131,4131,Naikongzu,527.113,360.78,M,V,9,1,"(Id="""")",,
4132,4132,4132,Naissus,-347.184,-162.059,K,V,4,1,"(Id="""")",,
4133,4133,4133,Nam Dinh,-66.678,-251.434,F,V,5,4,"(Id="""")",,
4134,4134,4134,Namen,171.967,-215.705,F,V,9,3,"(Id="""")",,
4135,4135,4135,Nara,292.706,296.543,K,V,6,1,"(Id="""")",,
4136,4136,4136,Naryn,-37.191,-361.153,G,V,6,2,"(Id="""")",,
4137,4137,4137,Navarre,-713.918,1146.972,K,V,5,1,"(Id="""")",,
4138,4138,4138,Nebula D77,705.298,-1815.018,G,V,7,2,"(Id="""")",,
4139,4139,4139,Nerum,610.815,264.269,F,V,7,3,"(Id="""")",,
4140,4140,4140,New Athens,59.751,-129.939,M,V,9,1,"(Id="""")",,
4141,4141,4141,New Ceylon,148.306,433.569,K,V,4,1,"(Id="""")",,
4142,4142,4142,New Crete,39.825,-200.511,G,V,4,2,"(Id="""")",,
4143,4143,4143,New Dallas,-54.993,-25.456,K,VI,8,2,"(Id="""")",,
4144,4144,4144,New Delphi,972.504,204.047,G,V,2,3,"(Id="""")",,
4145,4145,4145,New Florence,90.612,-11.639,F,V,3,3,"(Id="""")",,
4146,4146,4146,New Galicia,-364.78,-217.92,G,V,3,2,"(Id="""")",,
4147,4147,4147,New Kent,120.807,1784.439,F,II,2,2,"(Id="""")",,
4148,4148,4148,New Praha,-104.535,-175.749,M,V,9,1,"(Id="""")",,
4149,4149,4149,New Sapporo,332.956,417.297,G,V,0,4,"(Id="""")",,
4150,4150,4150,New Sarum,228.756,424.374,G,V,8,3,"(Id="""")",,
4151,4151,4151,New Sierra,826.202,76.764,K,V,2,2,"(Id="""")",,
4152,4152,4152,New Stevens,22.346,-6.068,K,V,6,1,"(Id="""")",,
4153,4153,4153,New Sumatra,139.374,64.378,K,V,6,1,"(Id="""")",,
4154,4154,4154,New Troy,-51.105,-259.908,M,V,4,1,"(Id="""")",,
4155,4155,4155,New Ålborg,-112.262,447.541,F,V,6,4,"(Id="""")",,
4156,4156,4156,Nexus Ri,417.205,207.867,F,V,7,3,"(Id="""")",,
4157,4157,4157,Nichol's Rest,-265.873,69.612,G,V,7,3,"(Id="""")",,
4158,4158,4158,Nightwish,-446.895,4.26,F,V,0,3,"(Id="""")",,
4159,4159,4159,Niles (Clan),118.994,1706.832,A,II,3,1,"(Id="""")",,
4160,4160,4160,Nis,249.839,-187.993,G,V,1,3,"(Id="""")",,
4161,4161,4161,Nito,-557.011,226.976,K,V,8,1,"(Id="""")",,
4162,4162,4162,Nobel,-166.405,-426.654,G,V,6,2,"(Id="""")",,
4163,4163,4163,Nogales,269.688,-218.378,M,V,5,1,"(Id="""")",,
4164,4164,4164,Noh-wan Hohm,155.019,-178.376,F,V,3,4,"(Id="""")",,
4165,4165,4165,Non Diz,146.985,-369.067,F,V,6,2,"(Id="""")",,
4166,4166,4166,Northsun,503.506,213.818,M,V,8,1,"(Id="""")",,
4167,4167,4167,Nouveau Toulouse,284.343,60.729,G,V,1,3,"(Id="""")",,
4168,4168,4168,Nouveaux Paris,129.703,843.835,K,V,2,2,"(Id="""")",,
4169,4169,4169,Novgorod,-760.155,940.824,K,V,7,1,"(Id="""")",,
4170,4170,4170,Nuelson Minor,-345.717,171.896,F,V,9,4,"(Id="""")",,
4171,4171,4171,Nukus,-2.093,-320.6,F,V,5,2,"(Id="""")",,
4172,4172,4172,Nyamlell,-999.99,149.702,G,V,2,1,"(Id="""")",,
4173,4173,4173,Nyasa,-413.731,394.298,G,V,4,3,"(Id="""")",,
4174,4174,4174,Odawara,235.801,265.691,F,V,5,4,"(Id="""")",,
4175,4175,4175,Okaya,108.911,38.039,G,V,6,1,"(Id="""")",,
4176,4176,4176,Old Canton,393.593,260.655,K,V,3,2,"(Id="""")",,
4177,4177,4177,Oldsmith,306.33,88.669,K,V,9,1,"(Id="""")",,
4178,4178,4178,Oli,136.498,-151.263,M,V,6,1,"(Id="""")",,
4179,4179,4179,Oligar,89.777,-270.835,K,V,1,2,"(Id="""")",,
4180,4180,4180,Onverwacht,679.529,157.619,G,V,8,2,"(Id="""")",,
4181,4181,4181,Oporto (Veil 3075+),-449.954,307.611,G,V,1,3,"(Id="""")",,
4182,4182,4182,Ordino,42.016,-362.735,F,V,4,4,"(Id="""")",,
4183,4183,4183,Ormal,420.005,-68.215,M,V,0,1,"(Id="""")",,
4184,4184,4184,Osset,458.47,227.929,G,V,3,1,"(Id="""")",,
4185,4185,4185,Osumi,74.109,138.808,K,V,7,1,"(Id="""")",,
4186,4186,4186,Ouagadougou (Silence 3130+),217.462,413.615,F,V,6,3,"(Id="""")",,
4187,4187,4187,Ourem,658.885,293.361,G,V,9,2,"(Id="""")",,
4188,4188,4188,Oyevaina,37.67,264.054,G,V,4,2,"(Id="""")",,
4189,4189,4189,Paches,154.56,-142.767,G,V,0,3,"(Id="""")",,
4190,4190,4190,Paf,188.686,-436.115,G,V,4,2,"(Id="""")",,
4191,4191,4191,Panzyr,86.771,-429.617,G,V,3,2,"(Id="""")",,
4192,4192,4192,Paran,-205.28,548.708,F,V,4,4,"(Id="""")",,
4193,4193,4193,Pardeau,-149.634,-5.173,K,V,1,2,"(Id="""")",,
4194,4194,4194,Parian,187.351,-382.625,K,V,4,1,"(Id="""")",,
4195,4195,4195,Parvan,-465.129,142.848,M,V,6,1,"(Id="""")",,
4196,4196,4196,Pasemah,-513.09,180.875,K,V,9,1,"(Id="""")",,
4197,4197,4197,Patan,92.955,-261.969,K,V,3,2,"(Id="""")",,
4198,4198,4198,Pavia,-65.72,-112.027,K,V,2,2,"(Id="""")",,
4199,4199,4199,Paxon,-70.799,1879.644,K,III,9,4,"(Id="""")",,
4200,4200,4200,Payia,35.24,-406.484,M,V,0,1,"(Id="""")",,
4201,4201,4201,Pec,-156.612,-224.803,K,V,4,1,"(Id="""")",,
4202,4202,4202,Pegasi,677.614,-134.353,M,V,5,1,"(Id="""")",,
4203,4203,4203,Pell,16.092,-334.88,G,V,9,3,"(Id="""")",,
4204,4204,4204,Pentvar,131.659,-301.133,G,V,1,4,"(Id="""")",,
4205,4205,4205,Pernik,-83.626,-335.943,G,V,9,2,"(Id="""")",,
4206,4206,4206,Pietermaritzburg,193.954,-288.536,M,V,7,1,"(Id="""")",,
4207,4207,4207,Pilon,778.425,199.976,K,V,1,2,"(Id="""")",,
4208,4208,4208,Pioche,-392.36,-497.51,G,V,1,4,"(Id="""")",,
4209,4209,4209,Plataea,113.108,-122.491,G,V,1,4,"(Id="""")",,
4210,4210,4210,Pliska,-48.314,-65.598,F,V,0,4,"(Id="""")",,
4211,4211,4211,Pokhara,62.356,16.823,G,V,0,3,"(Id="""")",,
4212,4212,4212,Pressby,-215.295,-14.879,K,V,9,1,"(Id="""")",,
4213,4213,4213,Pressville,-550.938,335.753,M,V,4,1,"(Id="""")",,
4214,4214,4214,Priori,3.761,1807.901,K,II,0,7,"(Id="""")",,
4215,4215,4215,Prydain,-269.754,247.101,F,V,6,4,"(Id="""")",,
4216,4216,4216,Pula,269.227,-230.898,G,V,0,3,"(Id="""")",,
4217,4217,4217,Puttalam,736.804,184.386,G,V,4,2,"(Id="""")",,
4218,4218,4218,Périgueux,342.594,82.485,F,V,3,4,"(Id="""")",,
4219,4219,4219,Qalzi,161.826,-436.823,F,V,3,3,"(Id="""")",,
4220,4220,4220,Qualip (Kerensky's Vision 3130+),-72.643,189.27,F,V,7,4,"(Id="""")",,
4221,4221,4221,Quelimane,-471.116,380.655,K,V,1,2,"(Id="""")",,
4222,4222,4222,Quimper,308.468,-138.83,M,V,1,1,"(Id="""")",,
4223,4223,4223,Quimper (Chirac 3130+),380.419,-239.333,M,V,8,1,"(Id="""")",,
4224,4224,4224,Quines,725.824,238.054,F,V,5,4,"(Id="""")",,
4225,4225,4225,RWR Outpost #11,777.948,-1438.221,F,V,8,4,"(Id="""")",,
4226,4226,4226,RWR Outpost #27,-753.184,444.833,F,V,1,4,"(Id="""")",,
4227,4227,4227,RWR Outpost #4,1721.913,424.912,G,V,7,2,"(Id="""")",,
4228,4228,4228,RWR Outpost #7,1629.669,-73.499,F,V,4,3,"(Id="""")",,
4229,4229,4229,Raetia,575.214,245.55,K,V,9,1,"(Id="""")",,
4230,4230,4230,Ragusa,-99.44,-193.798,G,V,4,2,"(Id="""")",,
4231,4231,4231,Ramen II,-28.01,-152.955,K,V,3,2,"(Id="""")",,
4232,4232,4232,Refuel Base Gamma,-1098.46,-238.28,K,V,8,1,"(Id="""")",,
4233,4233,4233,Reinbak,-112.097,-522.298,K,V,0,3,"(Id="""")",,
4234,4234,4234,Reinhardstein,192.122,-111.27,G,V,6,3,"(Id="""")",,
4235,4235,4235,Rennes,507.261,-200.59,K,V,5,1,"(Id="""")",,
4236,4236,4236,Renorsal,616.804,262.981,G,V,0,3,"(Id="""")",,
4237,4237,4237,Renren,-177.376,407.084,K,V,2,2,"(Id="""")",,
4238,4238,4238,Rest Stop,801.738,326.975,F,V,6,3,"(Id="""")",,
4239,4239,4239,Restitution,-204.963,-344.969,K,V,6,1,"(Id="""")",,
4240,4240,4240,Revel,-400.913,-232.134,F,V,1,4,"(Id="""")",,
4241,4241,4241,Rhodos (Runrig 2822+),48.925,-217.144,K,V,6,1,"(Id="""")",,
4242,4242,4242,Riga,-863.429,860.108,F,V,0,4,"(Id="""")",,
4243,4243,4243,Riga (HL),-855.1,853.84,K,V,7,1,"(Id="""")",,
4244,4244,4244,Roche,67.865,1869.935,F,III,2,1,"(Id="""")",,
4245,4245,4245,Rochers,-278.462,-15.978,K,V,7,1,"(Id="""")",,
4246,4246,4246,Rocky,-16.688,24.716,M,V,0,1,"(Id="""")",,
4247,4247,4247,Rondane,-223.796,583.816,F,V,4,3,"(Id="""")",,
4248,4248,4248,Rondon,714.67,134.508,K,V,7,1,"(Id="""")",,
4249,4249,4249,Roscoff,546.806,43.168,F,V,2,3,"(Id="""")",,
4250,4250,4250,Rosendal,-42.171,-341.9,G,V,9,2,"(Id="""")",,
4251,4251,4251,Rosetta,-462.868,226.327,F,V,1,4,"(Id="""")",,
4252,4252,4252,Rover,823.24,207.547,G,V,0,3,"(Id="""")",,
4253,4253,4253,Ryans Fate,90.206,-416.562,F,V,0,4,"(Id="""")",,
4254,4254,4254,Rypful,-506.039,367.019,M,V,5,1,"(Id="""")",,
4255,4255,4255,Sabhal Mòr Ostaig,-253.54,237.28,G,V,3,2,"(Id="""")",,
