,Name,StarSystemName,PosX,PosY,SpectralType,Luminosity,SubType,PrimarySlot
1407,1560.0,Fagerholm,-81.951,-363.004,F,V,1,4
1408,1561.0,Seiduts,-81.943,361.586,M,V,4,1
1409,1562.0,Borghese,-79.282,210.528,K,V,8,1
1410,1563.0,Zoetermeer,-78.079,330.566,G,V,9,2
1411,1564.0,Leganes,-77.819,160.226,K,V,7,1
1412,1565.0,Dunianshire,-77.807,-498.048,M,V,0,6
1413,1566.0,Dompaire,-74.717,300.067,G,V,5,3
1414,1567.0,Paulus Prime,-73.035,480.162,M,V,8,1
1415,1568.0,Vantaa,-72.637,351.506,F,V,5,4
1416,1571.0,Leyda,-71.092,-346.95,G,V,5,2
1417,1573.0,Csesztreg,-69.286,391.313,M,V,0,4
1418,1574.0,El Giza,-68.861,-274.002,F,V,2,4
1419,1577.0,Vulcan,-66.708,320.486,F,V,6,4
1420,1578.0,Gustrell,-66.621,466.65,F,V,2,3
1421,1579.0,Colmar,-66.184,299.293,K,V,8,1
1422,1580.0,Dainmar Majoris,-62.198,-484.197,F,V,1,4
1423,1581.0,Harvest,-62.052,375.286,F,V,2,4
1424,1582.0,Svarstaad,-62.052,338.584,M,V,6,1
1425,1583.0,Dell,-61.279,330.822,K,V,3,4
1426,1584.0,Montmarault,-59.198,263.094,G,V,7,2
1427,1585.0,New Caledonia,-59.198,405.533,G,V,1,3
1428,1587.0,Planting,-53.786,364.691,M,V,9,1
1429,1588.0,Claybrooke,-51.972,-369.147,F,IV,2,6
1430,1590.0,Cursa,-51.456,-348.632,M,V,8,1
1431,1591.0,Gomeisa,-49.383,-127.009,G,V,2,2
1432,1592.0,Orkney (LC),-48.602,234.925,M,V,1,1
1433,1593.0,Carbonis,-47.58,-175.575,M,V,1,2
1434,1594.0,Laurent,-44.218,302.912,M,V,0,1
1435,1595.0,Yed Posterior,-44.212,119.119,G,IV,8,3
1436,1597.0,Rasalgethi,-41.881,212.179,M,Ia,9,6
1437,1598.0,Skokie,-41.634,322.555,K,V,8,1
1438,1599.0,Marfik,-40.604,97.664,A,V,1,5
1439,1600.0,Kirchbach,-39.048,382.78,F,V,0,3
1440,1601.0,Les Halles,-39.048,-187.965,F,II,5,2
1441,1602.0,Mozirje,-38.788,362.104,M,V,7,1
1442,1603.0,Wallacia,-38.274,-267.852,G,V,9,2
1443,1604.0,Basiliano,-36.966,341.425,G,V,4,2
1444,1605.0,Rastaban,-33.617,262.84,G,V,7,3
1445,1606.0,The Edge,-33.606,407.079,K,V,0,3
1446,1607.0,Eaglesham,-33.349,134.632,M,V,3,1
1447,1608.0,Domain,-32.828,248.12,G,V,0,3
1448,1609.0,Fort Loudon,-32.326,209.081,G,III,6,3
1449,1610.0,Moritz,-32.316,319.45,K,V,0,3
1450,1612.0,Quarell,-30.504,232.596,M,V,2,1
1451,1613.0,Wheel,-30.512,264.911,F,V,3,4
1452,1614.0,Manaringaine,-30.427,518.044,F,V,2,4
1453,1615.0,Addasar,-29.439,-516.52,M,V,4,1
1454,1616.0,Lovinac,-29.214,390.277,M,V,0,1
1455,1617.0,Goodna,-28.45,-240.2,G,V,7,2
1456,1618.0,Jabuka,-28.45,219.417,K,V,4,1
1457,1619.0,Dalkeith,-26.4,157.711,F,V,9,5
1458,1621.0,Kujari,-25.863,-265.076,M,V,3,1
1459,1622.0,Bessarabia,-25.605,276.803,G,V,3,2
1460,1625.0,Volders,-24.041,291.788,G,V,6,2
1461,1627.0,Pilpala,-23.534,-375.392,K,V,6,1
1462,1628.0,Second Chance,-22.763,-129.785,M,V,1,1
1463,1629.0,Liezen,-20.947,380.201,K,V,7,1
1464,1630.0,Feltre,-20.174,362.104,F,V,4,4
1465,1631.0,Hyperion,-19.402,277.063,F,V,7,3
1466,1632.0,Weingarten,-19.402,300.325,G,V,6,3
1467,1633.0,Hohenems,-18.361,348.402,F,V,3,3
1468,1635.0,Harsefeld,-17.856,-141.977,M,V,0,1
1469,1636.0,Nyserta,-17.783,498.766,A,III,9,2
1470,1637.0,Rodigo,-17.32,393.381,G,V,6,3
1471,1638.0,Carse,-15.777,239.059,G,V,1,4
1472,1639.0,Galuzzo,-15.527,250.954,F,V,7,3
1473,1640.0,Kobe,-15.01,281.453,G,V,0,3
1474,1641.0,Ueda,-14.044,207.934,K,V,1,1
1475,1642.0,Exedor,-13.198,-207.89,F,V,2,4
1476,1643.0,Karston,-10.352,277.063,F,V,9,4
1477,1644.0,Alleghe,-9.837,406.051,G,V,3,3
1478,1645.0,Conquista,-9.579,-307.101,G,V,8,1
1479,1646.0,Thannhausen,-8.548,292.048,F,V,3,3
1480,1647.0,New Roland,-8.023,-401.262,F,V,7,2
1481,1648.0,Krin,-7.765,-221.268,K,V,2,4
1482,1649.0,Kandis,-6.477,322.042,K,V,7,1
1483,1650.0,Fronde,-5.962,-251.599,G,V,3,3
1484,1651.0,Bruben,-5.704,388.468,M,V,4,1
1485,1652.0,Shionoha,-5.704,134.377,F,V,6,3
1486,1653.0,Andarmax,-3.375,-386.492,M,V,6,1
1487,1656.0,Diosd,-2.343,230.527,F,V,1,4
1488,1657.0,Sax,-1.561,-374.6,F,V,2,2
1489,1658.0,Niomede,-0.273,-349.524,F,V,2,4
1490,1659.0,Ramsau,-0.273,222.518,F,V,2,4
1491,1660.0,Principia,-0.016,-357.85,F,IV,5,4
1492,1661.0,Unzmarkt,-0.006,364.943,K,V,0,2
1493,1663.0,Heiligendreuz,3.354,277.832,G,V,9,2
1494,1666.0,Memmingen,6.45,308.6,F,V,1,4
1495,1667.0,Sigma Mare,6.456,-314.937,G,V,9,4
1496,1669.0,Ito,7.478,-275.583,G,V,7,2
1497,1671.0,Lesalles,9.817,-164.975,K,V,3,2
1498,1672.0,Phact,10.848,-139.898,M,V,5,1
1499,1673.0,Gunzburg,12.395,290.245,K,V,3,1
1500,1674.0,Jacomarle,12.911,-382.628,M,V,2,1
1501,1675.0,Stanzach,14.464,315.833,G,V,7,2
1502,1676.0,Claxton,15.497,-264.185,M,V,1,1
1503,1677.0,Repulse,16.271,-397.1,M,V,4,1
1504,1678.0,Buenos Aires,18.092,-341.994,G,V,8,3
1505,1679.0,Shirotori,18.082,189.692,G,V,5,2
1506,1680.0,Elnath,18.6,-127.209,K,V,7,1
1507,1681.0,Engadin,19.896,336.507,K,V,1,2
1508,1682.0,Dicon,20.144,-325.241,M,V,5,1
1509,1683.0,Barras,20.917,-354.184,K,V,2,5
1510,1684.0,Turin,21.186,-367.858,G,V,2,5
1511,1685.0,Corey,21.443,-136.227,M,V,1,3
1512,1686.0,Raballa,21.709,-157.74,F,V,5,7
1513,1688.0,Hermagor,23.764,388.984,G,V,5,2
1514,1689.0,Ferleiten,25.32,353.837,F,V,4,4
1515,1690.0,Wright,26.351,-290.847,M,V,3,1
1516,1691.0,Yunnah,27.148,-127.003,K,III,3,6
1517,1692.0,Carmen,28.43,-264.486,M,V,8,1
1518,1693.0,Glasgow,28.43,-215.623,M,V,1,1
1519,1694.0,Balsta,28.935,412.772,K,V,2,1
1520,1695.0,Dawn,29.194,375.286,M,V,9,1
1521,1696.0,Drozan,31.267,-369.942,F,V,2,5
1522,1697.0,Second Try,34.37,-115.809,F,V,4,4
1523,1698.0,Halesowen,36.439,251.726,F,V,6,3
1524,1699.0,Eguilles,37.214,233.116,G,V,7,2
1525,1700.0,Prix,38.243,-328.313,G,V,3,2
1526,1702.0,Bora,38.768,-157.74,G,V,4,2
1527,1703.0,Gunthar,39.275,-383.124,K,V,2,1
1528,1705.0,Primus,39.543,-320.091,M,V,9,1
1529,1706.0,Leoben,41.346,405.269,F,V,0,4
1530,1707.0,Radstadt,41.368,316.631,G,III,5,3
1531,1708.0,Renown,41.604,-397.893,K,V,0,3
1532,1710.0,Sendalor,43.684,-266.866,G,V,7,2
1533,1711.0,Setubal,44.191,237.516,K,V,0,3
1534,1712.0,Decus,44.448,-251.599,F,V,7,4
1535,1713.0,Goito,44.706,332.893,G,V,1,3
1536,1714.0,Kempten,45.221,308.076,F,V,1,4
1537,1716.0,Grand Base,46.002,-298.878,G,IV,5,4
1538,1717.0,Overton,46.252,-207.89,G,V,4,3
1539,1718.0,Chandler,47.037,207.265,F,V,6,4
1540,1720.0,Mannedorf,49.098,226.91,K,V,1,5
1541,1721.0,Numki,49.098,201.061,F,V,4,3
1542,1722.0,Kiesen,50.91,216.314,K,V,1,2
1543,1723.0,Borden,51.427,-370.734,K,V,8,1
1544,1724.0,Susquehanna,52.199,420.521,K,V,2,2
1545,1725.0,Sarmaxa,53.23,-163.386,G,V,2,3
1546,1726.0,Decatur,54.151,-336.258,G,V,5,4
1547,1727.0,Hustaing,55.052,-245.656,G,V,1,4
1548,1728.0,No Return,56.332,-177.36,G,V,7,2
1549,1729.0,Pomme De Terre,56.332,362.877,K,V,7,1
1550,1730.0,Krenice,56.857,230.272,F,V,3,3
1551,1731.0,Radlje,57.63,376.842,G,V,5,2
1552,1732.0,Alshain,58.344,278.846,F,IV,8,5
1553,1733.0,Spittal,59.178,344.53,M,V,0,1
1554,1735.0,Kaesong,59.693,296.706,F,V,4,4
1555,1736.0,Meilen,59.959,219.676,F,V,9,4
1556,1737.0,Cavalor,60.99,-387.783,M,V,4,1
1557,1738.0,Randar,61.773,-175.778,K,V,0,2
1558,1739.0,Sakhalin (CC),61.773,-141.685,M,V,1,1
1559,1740.0,Marawi,62.281,264.911,F,V,9,2
1560,1741.0,Sternwerde,63.834,248.625,K,V,6,1
1561,1742.0,Sheliak,64.359,289.985,F,V,4,4
1562,1743.0,Holloway,64.875,-301.458,G,V,2,5
1563,1744.0,Darius,65.124,204.678,F,V,9,3
1564,1745.0,Vestallas,66.689,-214.831,G,V,6,7
1565,1747.0,Egress,67.969,-370.238,G,V,3,5
1566,1748.0,Ziliang,68.494,-264.187,M,Ib,6,5
1567,1749.0,Velhas,69.256,-278.659,F,V,5,4
1568,1750.0,Relevow,70.306,-188.267,F,V,1,4
1569,1751.0,Madras,70.555,-325.241,K,V,1,2
1570,1752.0,Kiamba,71.07,239.834,M,V,7,1
1571,1753.0,Kaifeng,71.853,-152.286,F,V,2,3
1572,1754.0,Pinnacle,71.843,430.888,F,V,9,3
1573,1755.0,Ward,72.103,-408.2,F,V,6,6
1574,1756.0,Damian,72.894,459.292,M,V,5,1
1575,1757.0,Thessalonika,74.182,304.712,G,V,0,3
1576,1758.0,Vard,74.174,-354.976,G,V,9,2
1577,1759.0,Columbine,74.945,-345.955,K,V,0,3
1578,1760.0,Casere,77.8,343.743,F,V,1,4
1579,1761.0,Hurik,77.792,-396.306,K,V,9,1
1580,1762.0,Matsu,78.304,-136.229,F,V,4,4
1581,1763.0,Dumaring,79.605,223.291,F,V,7,4
1582,1764.0,Last Frontier,80.12,387.982,G,V,9,2
1583,1765.0,Immenstadt,82.181,-277.961,M,V,9,1
1584,1766.0,Kittery,82.181,-223.944,G,III,4,3
1585,1767.0,Ogano,82.973,211.138,F,V,7,3
1586,1768.0,Quimberton,83.224,-359.395,K,V,6,1
1587,1769.0,Ambergrist,83.482,-257.545,M,V,1,1
1588,1771.0,Pojos,85.025,-377.176,G,V,8,2
1589,1772.0,Xieng Khouang,85.293,-311.764,G,V,8,2
1590,1773.0,Heligoland,86.076,-145.054,K,V,2,2
1591,1774.0,Soverzene,87.097,317.151,M,V,9,1
1592,1775.0,Scituate,87.88,-219.985,G,V,5,3
1593,1776.0,Jezersko,88.129,369.883,K,V,4,1
1594,1777.0,Mandate,88.395,-126.222,M,V,8,1
1595,1779.0,Porthos,90.209,475.924,G,V,8,2
1596,1780.0,Gurnet,93.475,-231.091,F,V,5,3
1597,1781.0,Shimonita,93.826,82.416,F,V,4,2
1598,1782.0,Courchevel,95.114,344.785,G,V,9,3
1599,1783.0,Remshield,97.445,-139.898,F,V,9,2
1600,1784.0,Nashuar,97.583,-202.102,M,V,0,1
1601,1785.0,Weatogue,98.735,-276.675,G,V,6,3
1602,1787.0,Paracale,99.764,215.569,G,V,5,3
1603,1788.0,Constance,100.031,429.051,F,V,2,4
1604,1789.0,Ikast,101.312,-284.107,F,V,7,3
1605,1790.0,Tantara,101.311,-252.886,M,V,2,1
1606,1791.0,Jarett,102.171,415.147,M,V,7,1
1607,1792.0,Baruun Urt,105.579,237.731,F,V,1,4
1608,1793.0,Armaxa,106.484,-205.806,M,V,7,1
1609,1794.0,Muridox,106.492,-382.137,F,V,9,4
1610,1796.0,Mitchel,108.814,-328.313,G,V,1,3
1611,1797.0,Polcenigo,109.071,374.798,F,V,1,3
1612,1798.0,Jacson,110.619,-346.452,F,V,4,4
1613,1799.0,Texlos,110.627,-272.516,K,V,8,6
1614,1801.0,Mentasta,114.246,-237.329,K,V,9,1
1615,1802.0,Jonzac,115.275,-297.587,F,V,8,3
1616,1803.0,Monhegan,116.047,-184.1,G,V,9,2
1617,1804.0,Kafr Silim,118.636,-287.973,M,V,3,1
1618,1806.0,Tallin,119.675,-267.063,G,V,2,2
1619,1807.0,Warlock,120.192,-257.747,F,IV,9,3
1620,1810.0,Schuyler,122.264,367.016,K,IV,4,5
1621,1811.0,Nykvarn,123.295,388.723,G,V,4,2
1622,1812.0,Idlewind,123.552,429.051,M,V,1,1
1623,1813.0,Shoreham,123.799,-217.7,K,V,1,2
1624,1814.0,Luzerne,124.316,351.793,M,V,0,6
1625,1815.0,Beid,124.585,-243.766,G,V,6,2
1626,1818.0,Garstedt,126.138,382.004,F,V,0,4
1627,1819.0,Tarazed,126.138,251.468,G,V,3,3
1628,1820.0,Sirdar,127.16,-309.481,F,V,1,4
1629,1821.0,Teng,127.695,-272.02,K,V,5,1
1630,1823.0,Frazer,129.232,-333.467,K,V,9,1
1631,1824.0,Richmond,130.778,455.449,G,V,4,3
1632,1825.0,Byesville,132.602,335.734,M,V,9,1
1633,1826.0,Dover,132.602,201.313,G,V,2,4
1634,1827.0,Yuris,134.663,-350.514,M,V,0,1
1635,1828.0,Hadnall,136.734,-262.702,K,V,2,2
1636,1829.0,Haappajarvi,137.24,-240.696,K,V,1,2
1637,1830.0,Labrea,138.797,325.429,F,V,2,3
1638,1831.0,Bethel,140.619,-184.105,F,V,0,4
1639,1832.0,Courcellete,141.65,-310.772,F,V,6,3
1640,1833.0,Savinsville,141.899,356.185,F,V,9,5
1641,1834.0,Andro,144.745,-173,M,V,3,1
1642,1835.0,Caripare,146.814,291.272,K,V,7,1
1643,1836.0,Wolcott,147.08,337.282,F,V,3,3
1644,1837.0,Abruzzi,149.392,-304.327,K,V,8,1
1645,1839.0,Rockland,149.916,419.232,K,V,3,2
1646,1840.0,Avon,150.086,250.796,G,V,8,5
1647,1841.0,Listowel,150.173,-67.516,K,V,8,1
1648,1842.0,Orbisonia,150.173,-155.163,M,V,6,1
1649,1844.0,Turtle Bay,152.752,400.905,K,V,4,1
1650,1845.0,Regis Roost,153.512,-442.234,G,V,0,3
1651,1846.0,Brisbane,154.953,-398.782,G,V,2,3
1652,1847.0,Outer Volta,155.338,317.926,F,V,2,4
1653,1848.0,Aea,156.052,-426.165,K,V,7,1
1654,1849.0,Bacum,157.152,-289.26,K,V,6,1
1655,1850.0,Vanern,159.223,141.093,G,V,1,4
1656,1851.0,Shaunavon,160.264,-323.461,G,V,0,2
1657,1852.0,Matar,162.067,56.297,K,V,9,1
1658,1853.0,Juazeiro,162.575,301.641,K,V,7,1
1659,1854.0,Marshdale,163.367,330.046,M,V,6,1
1660,1855.0,Almunge,163.624,396.997,G,V,0,4
1661,1856.0,Amiga,165.17,-84.574,K,V,9,1
1662,1857.0,Yardley,166.47,209.849,G,V,0,3
1663,1858.0,Hanover,167.233,364.203,A,V,4,4
1664,1859.0,Yumesta,169.82,225.134,F,V,4,4
1665,1860.0,Apriki,173.189,121.448,F,V,0,3
1666,1862.0,Reisling's Planet,175.765,80.602,G,V,7,3
1667,1863.0,Schwartz,176.291,426.722,M,V,0,1
1668,1864.0,Aucara,176.54,-296.299,F,V,0,4
1669,1865.0,Bangor,176.54,349.722,G,V,9,3
1670,1866.0,Landmark,176.554,-396.705,K,V,4,1
1671,1867.0,Argos,177.463,-484.335,F,V,6,4
1672,1868.0,Bristol,179.097,-65.984,K,V,5,2
1673,1869.0,New Mendham,179.124,59.401,G,V,9,3
1674,1870.0,Irece,179.371,293.992,F,III,8,4
1675,1871.0,Coudoux,180.696,382.752,G,V,9,2
1676,1872.0,Koping Chian,181.196,116.275,F,V,7,3
1677,1873.0,Flaum,182.35,-415.472,G,V,0,3
1678,1874.0,Minowa,183.519,157.407,F,V,5,3
1679,1875.0,Beenleigh,183.783,-268.848,F,V,4,4
1680,1876.0,Carmacks,183.783,-236.833,G,V,3,4
1681,1877.0,Jansen's Hold,183.985,-378.279,G,V,4,3
1682,1878.0,Teniente,185.1,307.824,G,V,2,3
1683,1879.0,Burton,185.434,-420.735,K,V,9,1
1684,1880.0,Manteno,189.215,-71.907,F,V,5,4
1685,1881.0,New Vallis,191.796,-375.56,G,V,1,3
1686,1882.0,Fortymile,193.597,-214.33,K,V,9,1
1687,1883.0,Corsica Nueva,194.121,227.165,F,V,6,3
1688,1884.0,Jamestown,194.879,-387.717,G,V,1,5
1689,1885.0,New Ganymede,197.42,-377.374,G,V,2,3
1690,1886.0,Taygeta,198.383,-295.672,F,V,1,4
1691,1887.0,Virentofta,199.038,400.102,K,V,7,1
1692,1888.0,Carthage,199.053,-464.191,G,V,6,2
1693,1889.0,Meinacos,201.091,295.18,F,V,0,4
1694,1890.0,Hyner,204.201,327.985,G,V,1,2
1695,1891.0,Layover,204.201,-19.95,F,V,8,12
1696,1892.0,Tatsuno,204.459,155.048,G,V,7,2
1697,1893.0,Cumberland,207.037,-264.979,G,V,2,2
1698,1894.0,Kabah,207.047,369.593,K,V,0,2
1699,1895.0,Le Blanc,207.047,18.309,G,III,0,4
1700,1897.0,Hobson,214.194,-283.977,M,V,4,1
1701,1898.0,Camadeierre,217.73,-401.501,G,V,0,4
1702,1899.0,Stapelfeld,218.158,393.156,G,V,0,2
1703,1900.0,Mordialloc,219.972,-263.495,G,V,4,2
1704,1901.0,Spitz,221.008,-429.166,F,V,5,3
1705,1902.0,Markesan,221.517,-74.882,K,V,5,1
1706,1903.0,Jeanette,222.033,367.304,G,V,6,3
1707,1904.0,McComb,222.299,57.597,K,V,7,1
1708,1905.0,Togura,224.362,153.501,G,III,4,4
1709,1906.0,Mithron,224.445,-363.581,G,V,8,2
1710,1907.0,Herndon,225.403,332.375,K,V,0,3
1711,1909.0,McAlister,226.604,343.052,M,V,0,1
1712,1910.0,New Ivaarsen,226.948,34.591,K,V,1,3
1713,1911.0,Atreus Prime,227.712,-373.559,G,V,0,3
1714,1912.0,Chupadero,227.989,379.415,F,V,5,4
1715,1913.0,Kaitangata,231.608,-279.75,F,V,6,3
1716,1914.0,Hellespont,235.525,-512.462,M,V,3,1
1717,1915.0,Strawn,235.996,-90.521,M,V,4,1
1718,1916.0,Ebensburg,237.278,301.385,K,V,0,3
1719,1917.0,Wapakoneta,238.316,69.227,K,V,0,6
1720,1918.0,Oshika,239.151,176.676,G,V,5,3
1721,1920.0,Cheriton,244.78,328.533,F,V,5,3
1722,1921.0,Midway,247.633,203.129,G,V,2,3
1723,1922.0,Montcoal,247.892,-168.347,F,V,6,4
1724,1923.0,Sawyer,250.47,392.64,G,V,6,3
1725,1924.0,Matamoras,252.531,349.206,G,V,1,1
1726,1925.0,Oltepesi,252.54,-276.68,M,V,2,1
1727,1926.0,Emporia,256.663,-6.504,K,V,5,1
1728,1927.0,New Aberdeen,256.932,78.276,G,V,5,2
1729,1928.0,Lonaconing,257.971,374.51,K,V,9,1
1730,1929.0,Tuscarawas,258.234,308.429,F,V,5,4
1731,1930.0,Ipava,259.003,-105.802,F,V,8,4
1732,1933.0,Clearfield,263.651,327.489,K,V,3,1
1733,1934.0,Bettendorf,264.949,25.801,G,V,2,2
1734,1935.0,Bergman's Planet,265.979,74.914,G,V,3,3
1735,1936.0,Lothair,266.229,-337.134,K,V,2,2
1736,1937.0,Tarnby,266.755,429.083,F,V,0,4
1737,1938.0,Bogard,269.339,-32.361,M,V,8,1
1738,1940.0,Drienfontein,271.153,-290.356,G,V,9,3
1739,1942.0,Amber Grove,272.879,-362.394,K,V,1,1
1740,1943.0,New Damascus,273.999,-206.602,K,V,9,8
1741,1944.0,Handa,274.771,140.578,F,V,9,3
1742,1945.0,Macksburg,276.326,341.683,K,V,4,1
1743,1947.0,Isesaki,277.093,193.852,M,V,0,1
1744,1948.0,Kirklin,278.38,-67.51,K,V,5,1
1745,1949.0,Matsuida,278.405,129.101,G,V,5,3
1746,1950.0,Northfield,279.421,-75.525,K,V,5,1
1747,1951.0,Waxell,279.421,-179.941,K,V,1,1
1748,1952.0,Sakuranoki,282.265,159.966,G,V,6,3
1749,1953.0,Altona,283.553,421.581,M,V,6,1
1750,1954.0,Die Moot,284.326,-302.741,F,V,0,3
1751,1955.0,Grosvenor,285.875,-224.64,K,V,5,1
1752,1956.0,Kiserian,285.883,-279.256,K,V,5,1
1753,1957.0,Cahokia,288.727,-72.946,M,V,0,4
1754,1958.0,Hassi R'mel,288.727,278.863,F,V,8,4
1755,1959.0,Fairfield,288.959,45.703,M,V,4,1
1756,1960.0,Igualada,290.274,114.234,G,V,0,2
1757,1962.0,Steeles,291.563,-141.977,K,V,5,1
1758,1963.0,Loysville,291.821,319.998,K,V,5,5
1759,1964.0,Chapineria,292.088,392.083,K,V,1,2
1760,1965.0,Marodzi,292.088,-274.598,G,V,1,3
1761,1966.0,Evansville,293.644,-36.233,G,V,3,2
1762,1967.0,Enchi,294.417,-287.78,K,V,4,1
1763,1968.0,Kaguyak,297.251,-236.036,F,V,2,4
1764,1969.0,Semichi,299.59,-214.831,K,V,2,2
1765,1970.0,Chakachamna,299.848,-181.231,F,V,8,3
1766,1971.0,Espakeh,301.911,341.683,F,V,9,2
1767,1972.0,Maynard,304.496,2.283,K,V,8,1
1768,1973.0,Gravenhage,304.745,425.981,G,V,1,3
1769,1974.0,Paulding,305.003,-101.143,F,V,2,2
1770,1975.0,Colchester,305.27,-13.488,F,V,1,4
1771,1976.0,Potwin,307.6,-19.95,K,V,7,1
1772,1977.0,Leipsic,307.857,-103.92,K,V,0,2
1773,1978.0,Leyland,308.632,392.898,F,V,3,3
1774,1979.0,Grossbach,310.035,-366.791,G,V,7,1
1775,1980.0,Tegaldanas,310.184,-279.75,G,V,2,2
1776,1981.0,Gant,311.293,-460.545,G,V,1,4
1777,1982.0,Nadrin,313.287,152.719,F,V,1,3
1778,1983.0,Ningxia,314.874,313.336,K,V,0,3
1779,1984.0,Charity,315.099,263.937,F,V,6,4
1780,1985.0,Lexington,315.608,-22.793,M,V,0,1
1781,1986.0,Reisterstown,315.608,-149.211,G,V,9,3
1782,1987.0,Udibi,316.132,69.75,F,V,7,2
1783,1988.0,Kotzebue,316.649,-205.809,F,V,8,2
1784,1989.0,Newton,317.412,-30.54,M,V,6,1
1785,1990.0,Cassias,317.678,79.828,M,Ia,5,1
1786,1991.0,Qandahar,317.971,358.116,G,IV,0,3
1787,1993.0,Nunivak,322.07,-188.264,K,V,0,2
1788,1994.0,Algate,323.626,378.128,K,V,4,1
1789,1995.0,Hartshill,323.626,407.593,M,V,7,1
1790,1996.0,Logan's Land,323.666,-356.676,M,V,7,1
1791,1997.0,Sun Prairie,325.182,28.904,F,V,6,3
1792,1998.0,Slaithwaite,325.957,393.123,G,V,6,2
1793,1999.0,Delitzsch,326.461,146.804,F,V,6,3
1794,2000.0,Brailsford,327.49,385.138,M,V,1,1
1795,2001.0,Songgang,327.758,-299.672,M,V,2,1
1796,2002.0,Bellevue,328.026,-57.682,K,V,8,1
1797,2003.0,McGehee,330.336,74.915,K,V,5,1
1798,2004.0,Norman's World,330.482,-353.598,G,V,6,2
1799,2005.0,Hecheng,332.312,-266.247,K,V,7,1
1800,2006.0,Chorley,332.933,379.684,F,V,7,3
1801,2007.0,Altdorf,333.189,119.374,F,V,5,3
1802,2008.0,Belaire,334.489,-274.3,G,V,9,2
1803,2009.0,Choudrant,336.035,56.042,F,V,7,4
1804,2010.0,Salford,339.395,403.203,G,V,3,3
1805,2011.0,Celentaro,339.936,-348.979,F,V,6,3
1806,2012.0,Capra,340.416,105.709,M,V,1,1
1807,2013.0,Macomb,341.468,-20.209,K,V,0,3
1808,2014.0,Linqing,341.726,310.4,M,V,9,1
1809,2015.0,Dicallus,342.136,-373.166,G,V,2,3
1810,2016.0,Sparrevohn,343.786,-188.267,G,V,0,4
1811,2017.0,Damevang,345.59,64.322,K,V,6,1
1812,2018.0,Senorbi,345.6,149.873,F,V,2,3
1813,2019.0,Waldheim,345.848,129.747,K,V,7,1
1814,2020.0,Kamarod,346.365,360.326,F,V,4,4
1815,2021.0,Quincy,347.414,-33.904,G,V,8,2
1816,2022.0,Monywa,348.96,265.681,K,V,6,1
1817,2023.0,Abiy Adi,349.466,314.567,F,V,6,3
1818,2024.0,Euclid,349.466,-70.614,K,V,3,2
1819,2025.0,Cambiano,351.538,-241.982,F,V,7,4
1820,2026.0,Necedah,353.876,-8.057,G,V,9,3
1821,2027.0,Brihuega,354.897,391.082,M,V,7,1
1822,2028.0,Gambarare,357.235,-269.94,K,V,6,1
1823,2029.0,Colia,357.494,66.905,M,V,3,1
1824,2030.0,Macintosh,358.514,-264.979,M,V,9,2
1825,2032.0,Ad Duwayd,361.884,374.511,K,V,8,1
1826,2033.0,Cimeron,362.649,83.967,G,V,0,3
1827,2034.0,Point Barrow,362.915,-129.79,K,V,4,2
1828,2035.0,Multan,363.699,329.015,F,V,1,3
1829,2036.0,Melcher,367.306,38.472,F,V,4,4
1830,2037.0,Nowhere,369.12,403.203,M,V,3,1
1831,2038.0,Tatlawiksuk,371.449,-190.348,F,V,3,4
1832,2039.0,Koulen,371.697,229.267,F,V,5,3
1833,2040.0,Korramabad,372.727,364.46,G,V,5,2
1834,2041.0,Pusht-i-rud,372.724,348.637,F,V,7,4
1835,2042.0,Verdigreis,372.737,-330.694,G,V,1,4
1836,2043.0,Keytesville,375.066,-30.813,M,V,6,1
1837,2044.0,Huaide,376.88,286.623,K,V,0,2
1838,2045.0,Soul,377.396,279.121,M,V,2,5
1839,2046.0,Orkney (TC),378.867,-399.299,M,V,7,1
1840,2047.0,Althea's Choice,380.171,-340.187,G,V,1,3
1841,2048.0,Abagnar,380.231,314.823,G,V,9,3
1842,2049.0,Sinope,382.56,195.367,G,V,3,2
1843,2050.0,Birmensdorf,383.083,-270.932,F,V,2,4
1844,2051.0,Zalaf,388.248,212.179,M,V,9,1
1845,2052.0,Agliana,389.805,-289.562,G,V,6,2
1846,2053.0,Hongor,390.063,314.277,G,V,9,2
1847,2054.0,Andalusia,391.342,-109.169,G,V,0,4
1848,2055.0,Ramgarh,391.866,224.844,F,V,1,3
1849,2056.0,Meinrad,392.649,-85.09,G,V,2,3
1850,2057.0,Latexo,392.906,80.345,M,V,9,1
1851,2058.0,Mansfield,394.701,-62.597,G,V,9,3
1852,2059.0,Bonneau,396.266,-165.967,F,V,5,3
1853,2060.0,Estuan,396.52,-306.719,G,V,5,2
1854,2062.0,Ottumwa,398.587,33.295,M,V,6,1
1855,2063.0,Junior,399.62,0.985,K,V,8,1
1856,2064.0,Monroe,403.245,-44.769,F,V,1,3
1857,2065.0,Brundage,403.502,49.323,G,III,4,4
1858,2066.0,Mayetta,405.307,6.93,F,II,7,5
1859,2068.0,Niquinohomo,407.636,-226.723,G,V,2,3
1860,2069.0,Land's End,407.884,319.998,K,V,9,1
1861,2070.0,Waimalu,408.143,-178.452,G,V,7,3
1862,2071.0,Charleston,409.646,-389.514,F,V,6,4
1863,2073.0,Anguilla,411.779,79.279,K,V,3,2
1864,2074.0,Cerulean,412.809,-80.698,F,V,6,2
