,StarSystemName,PosX,PosY,SpectralType,Luminosity,SubType,PrimarySlot
1636,Linden,737.651,261.963,K,V,9,1
1637,Lindenmarle,-206.199,-384.383,K,V,9,1
1638,Lindsay,206.53,-350.025,F,V,0,4
1639,Ling,-43.954,-121.068,G,V,7,2
1640,Linhauiguan,15.772,-425.723,K,V,8,1
1641,Linneus,450.285,-8.057,G,V,9,3
1642,Linqing,341.726,310.4,M,V,9,1
1643,Lintz,-172.135,138.445,G,V,7,1
1644,Lipton,-33.864,6.414,G,V,5,3
1645,Listowel,150.173,-67.516,K,V,8,1
1646,Ljugarn,197.997,120.407,G,V,1,3
1647,Loburg,-324.716,10.294,M,III,1,3
1648,Lochmantle,138.301,-327.701,K,V,4,1
1649,Lockdale,40.275,2.57,F,V,2,4
1650,Lockton,-134.304,-433.413,A,IV,3,2
1651,Loeches,-74.451,-201.153,K,V,7,1
1652,Logan Prime,-484.775,-228.763,F,V,7,3
1653,Logan's Land,323.666,-356.676,M,V,7,1
1654,Logandale,143.195,-35.976,K,V,7,1
1655,Logres,-317.919,175.646,K,V,6,1
1656,Loikaw,727.622,203.962,K,V,2,2
1657,Lokoja,-379.616,434.301,G,V,2,3
1658,Lonaconing,257.971,374.51,K,V,9,1
1659,Londerholm,-42.221,1872.682,G,III,7,2
1660,Lone Star,-4.656,50.416,K,V,8,5
1661,Loongana,-294.677,-109.37,G,V,0,5
1662,Loparri,528,125.026,G,V,3,2
1663,Lopez,-37.757,-330.395,M,V,0,1
1664,Lordinax,-469.824,-172.906,F,V,2,4
1665,Loric,-230.35,-38.822,K,IV,8,2
1666,Lorkdal,421.012,-343.751,F,V,4,4
1667,Lost,-415.294,252.444,G,V,6,3
1668,Lothair,266.229,-337.134,K,V,2,2
1669,Lothan,-9.837,220.706,G,V,7,2
1670,Lothario,-474.391,-185.731,M,III,3,2
1671,Lovinac,-29.214,390.277,M,V,0,1
1672,Loxley,-312.318,224.063,M,V,1,1
1673,Loyalty,-226.682,-144.558,K,V,2,2
1674,Loysville,291.821,319.998,K,V,5,5
1675,Luanda,-368.133,370.723,F,V,6,3
1676,Lucerne,231.864,12.361,K,V,6,1
1677,Lucianca,-96.94,163.323,G,V,9,3
1678,Lucknow,73.028,-337.09,K,V,6,1
1679,Luderitz,483.221,-398.616,F,V,1,4
1680,Ludwig,162.067,76.984,M,V,8,1
1681,Ludwigshafen,-242.749,281.968,K,V,6,1
1682,Lukla,-53.623,-225.554,F,V,5,2
1683,Lum,5.819,1757.909,F,V,1,4
1684,Lummatii,-487.193,-205.012,F,V,8,4
1685,Lungdo,-82.728,-121.76,K,V,0,2
1686,Lurgatan,-20.166,-330.895,K,V,7,1
1687,Lushann,449.617,140.809,M,V,3,8
1688,Lushun (Jibbet 3130+),-412.162,326.432,G,V,7,2
1689,Luthien,167.621,250.493,G,III,0,4
1690,Luxani,-268.664,-418.303,M,V,5,1
1691,Luxen,-102.54,-493.873,M,V,2,6
1692,Luzerne,124.316,351.793,M,V,0,6
1693,Lyceum,428.57,75.958,M,V,5,1
1694,Lynchburg,340.721,-128.144,F,V,8,4
1695,Lyndon,-127.475,196.156,M,V,1,1
1696,Lynn,-761.893,684.44,F,V,9,3
1697,Lyons,-23.01,38.727,F,V,8,2
1698,Lyreton,59.059,-420.684,K,V,1,2
1699,Lywick (Ferreusvirgo 3130+),-439.431,334.98,G,V,6,2
1700,Lübeck,-703.274,817.966,M,V,5,1
1701,Ma'anshan,-389.041,272.662,K,V,2,2
1702,MacLeod's Land,169.478,-387.172,G,V,1,3
1703,Machapuchre,-321.002,420.347,K,V,3,2
1704,Machida,-218.159,337.806,G,V,5,3
1705,Macintosh,358.514,-264.979,M,V,9,2
1706,Mackenzie,-275.547,-207.893,M,VI,0,6
1707,Mackolla,637.575,-110.128,M,V,2,1
1708,Macksburg,276.326,341.683,K,V,4,1
1709,Macomb,341.468,-20.209,K,V,0,3
1710,Maderas,-347.371,-113.301,G,V,1,3
1711,Madiun,-400.439,-36.745,F,V,3,2
1712,Madras,70.555,-325.241,K,V,1,2
1713,Maestu,-35.361,288.914,G,V,5,1
1714,Maharet,147.923,-234.486,K,V,5,1
1715,Mahone,-232.935,307.046,G,V,6,2
1716,Mahrah,-417.558,214.685,F,V,3,3
1717,Maia,214.539,-323.163,G,V,3,2
1718,Main Street,-377.933,351.506,K,V,0,3
1719,Maison,332.974,-112.875,F,V,4,3
1720,Maisons,-346.127,4.346,F,V,0,4
1721,Malacca,-493.8,150.938,F,V,5,4
1722,Maladar,108.822,-247.735,K,V,9,1
1723,Malador Cluster,-1045.933,-381.236,K,V,2,1
1724,Malaga,-489.668,305.298,K,V,7,1
1725,Malagrotta,428.053,-271.226,F,V,6,3
1726,Malazan,-282.661,-43.906,K,V,0,2
1727,Maldive,138.074,-364.572,G,V,5,2
1728,Maldonado,212.22,320.996,F,V,9,3
1729,Malibu,-145.309,377.868,F,V,8,4
1730,Mallory's World,111.402,5.902,G,Ib,2,6
1731,Manapire,82.45,-292.929,K,V,9,1
1732,Manaringaine,-30.427,518.044,F,V,2,4
1733,Manassas,315.359,-122.354,F,V,3,3
1734,Manaus,-152.611,-361.226,M,V,0,1
1735,Mandal,-8.766,-55.98,K,V,1,2
1736,Mandalas,66.781,-443.797,G,V,5,2
1737,Mandaoaaru,-304.992,307.561,G,V,2,1
1738,Mandaree,182.484,-308.99,F,V,3,3
1739,Mandate,88.395,-126.222,M,V,8,1
1740,Mandeville,700.395,196.157,G,V,6,2
1741,Manennaia,27.682,-89.515,K,V,7,1
1742,Mangor,-153.199,-370.687,G,V,5,3
1743,Mangzhangdian,111.94,-433.681,G,V,0,4
1744,Manihiki,-207.356,-168.048,M,V,5,1
1745,Mankova,-253.057,-272.015,G,V,4,3
1746,Manksville,388.4,-22.866,K,V,8,1
1747,Mannedorf,49.098,226.91,K,V,1,5
1748,Manotick,-372.491,-133.95,F,V,7,3
1749,Mansfield,394.701,-62.597,G,V,9,3
1750,Mansu-ri,-94.87,-254.18,G,V,7,3
1751,Manteno,189.215,-71.907,F,V,5,4
1752,Manx,-182.045,317.003,F,V,4,4
1753,Mao,-355.738,456.94,K,V,8,1
1754,Mara,121.748,8.743,F,V,4,1
1755,Marantha,-248.415,-368.993,K,V,5,4
1756,Mararn,526.534,-219.982,K,V,8,1
1757,Marathon,-150.911,-278.781,K,V,3,2
1758,Marawi,62.281,264.911,F,V,9,2
1759,Marcus,-58.94,-15.558,G,IV,1,4
1760,Marduk,208.335,59.926,G,III,8,4
1761,Marfik,-40.604,97.664,A,V,1,5
1762,Mariefred,-180.196,25.543,K,V,3,2
1763,Marielund,527.921,-179.865,K,V,9,1
1764,Marik,-79.621,-75.28,K,V,0,2
1765,Maripa,754.264,203.785,K,V,2,2
1766,Marisura,-434.847,207.4,K,V,6,1
1767,Maritgues,-95.919,-213.338,M,V,3,1
1768,Marius's Tears,-468.505,-357.737,K,V,5,1
1769,Markab,97.702,22.756,M,IV,2,4
1770,Markesan,221.517,-74.882,K,V,5,1
1771,Marknick,498.694,-483.195,G,V,0,3
1772,Marlette,154.576,-44.511,K,V,2,3
1773,Marlowe's Rift,234.711,87.839,F,V,2,4
1774,Marodzi,292.088,-274.598,G,V,1,3
1775,Marsalle,-333.969,25.18,F,V,8,4
1776,Marshall,59.86,1792.14,M,V,8,3
1777,Marshdale,163.367,330.046,M,V,6,1
1778,Mas,227.33,-425.51,F,V,8,4
1779,Masterson,2.76,-185.773,F,V,6,4
1780,Masterton,292.596,-369.764,G,V,0,3
1781,Matamoras,252.531,349.206,G,V,1,1
1782,Matar,162.067,56.297,K,V,9,1
1783,Matheran,-65.658,-170.427,G,V,9,2
1784,Matsu,78.304,-136.229,F,V,4,4
1785,Matsuida,278.405,129.101,G,V,5,3
1786,Mattisskogen,-58.661,-361.366,F,V,5,3
1787,Mauckport,427.024,-53.293,F,V,3,2
1788,Maule,31.79,245.262,K,V,8,1
1789,Mauna Loa,1026.489,-119.159,M,IV,6,6
1790,Mauripur,-167.214,-281.832,F,V,5,4
1791,Mavegh,320.853,-335.536,G,V,0,4
1792,Maxie's Planet,-96.434,389.507,G,V,3,3
1793,Maximillian,-443.069,-126.782,F,V,4,4
1794,Maxwell,-376.942,-114.526,K,III,9,5
1795,Mayenne,-547.119,241.556,G,V,3,2
1796,Mayetta,405.307,6.93,F,II,7,5
1797,Maynard,304.496,2.283,K,V,8,1
1798,Mazdru,92.725,-321.517,M,V,7,1
1799,McAffe,-181.188,-45.284,F,V,2,4
1800,McAlister,226.604,343.052,M,V,0,1
1801,McComb,222.299,57.597,K,V,7,1
1802,McEvans' Sacrifice,42.472,-520.243,K,V,4,1
1803,McEvedy's Folly,-408.06,-493.992,K,V,4,2
1804,McGehee,330.336,74.915,K,V,5,1
1805,McHenry,179.393,-84.574,M,V,7,1
1806,McKellan,-225.061,74.026,M,V,2,1
1807,McKenna,-66.176,-132.368,F,V,0,4
1808,McRae,553.176,-84.574,K,V,7,1
1809,Meacham,-28.699,187.359,G,V,2,3
1810,Meadowvale,-134.901,-322.172,K,V,2,1
1811,Mearra,-245.965,502.42,M,V,6,1
1812,Mechdur,112.42,-423.345,K,V,0,2
1813,Medellin,-240.957,325.139,M,V,5,1
1814,Medron,424.157,114.42,G,V,8,1
1815,Medzev,-255.427,46.734,M,V,1,1
1816,Megarez,-172.341,-411.208,K,V,4,1
1817,Megaris,196.137,-395.651,M,V,7,1
1818,Meghy,-518.678,156.816,F,V,6,4
1819,Megiddo,-507.427,344.481,K,V,1,2
1820,Megrez,-211.22,-41.924,K,V,5,1
1821,Meilen,59.959,219.676,F,V,9,4
1822,Meinacos,201.091,295.18,F,V,0,4
1823,Meinhof,196.245,-147.837,K,V,4,1
1824,Meinrad,392.649,-85.09,G,V,2,3
1825,Mejicanos,472.251,-181.724,F,V,3,3
1826,Melcher,367.306,38.472,F,V,4,4
1827,Melidron,-602.567,-971.91,M,V,5,1
1828,Melilla,-530.983,213.025,M,V,9,1
1829,Melissia,-222.792,346.996,G,V,9,5
1830,Melk,-386.21,-213.072,K,V,8,1
1831,Melville,-303.627,405.768,F,V,1,4
1832,Memmingen,6.45,308.6,F,V,1,4
1833,Memphis,562.206,-141.68,M,V,4,1
1834,Mendham,147.845,-344.866,K,V,8,1
1835,Menion,187.019,-394.47,K,V,0,2
1836,Menkalinan,-0.006,-70.618,G,V,9,2
1837,Menkar,90.726,-92.066,M,III,2,4
1838,Menke,90.726,-330.895,G,V,9,4
1839,Menkent,-38.289,22.951,K,IV,0,2
1840,Menkib,75.462,-128.993,M,V,2,1
1841,Mentasta,114.246,-237.329,K,V,9,1
1842,Merak,-119.439,-62.342,G,V,0,4
1843,Mercedes,-392.711,112.143,K,V,4,1
1844,Merdal,91.895,-390.707,F,V,0,3
1845,Merlin,170.288,-364.496,F,V,8,3
1846,Merlynpede,-475.507,96.726,F,V,5,3
1847,Mermentau,521.361,-39.332,K,V,2,2
1848,Merope,213.251,-323.461,M,V,3,1
1849,Merowinger,576.426,-193.947,F,V,0,4
1850,Mersa Matruh,130.855,168.849,F,V,8,4
1851,Merton,-392.711,-121.755,K,V,2,2
1852,Mesa Verde,-136.495,116.537,G,V,8,2
1853,Mesartim (Conway),102.876,-54.593,G,V,6,3
1854,Metter,533.26,-98.012,K,V,7,1
1855,Mezzana,-357.524,84.74,G,V,0,3
1856,Miaplacidus,-62.556,-56.92,K,V,6,1
1857,"Micanos (Mica II, V, VII)",679.862,17.15,K,V,3,2
1858,Michtal,561.771,263.415,K,V,1,2
1859,Mickleover,-474.103,358.896,F,V,9,3
1860,Micros III,361.497,-433.497,F,V,7,3
1861,Midale,189.473,-362.215,M,V,2,1
1862,Midden,-290.982,-590.604,A,V,1,1
1863,Midkiff,-198.534,-111.95,K,V,7,1
1864,Midthun,74.4,-384.04,K,V,5,1
1865,Midway,247.633,203.129,G,V,2,3
1866,Millerton,-343.25,285.329,K,V,3,1
1867,Milligan,475.095,38.728,G,V,3,3
1868,Milligan's World,450.536,217.364,G,V,3,2
1869,Millray,610.546,31.752,F,V,9,4
1870,Millungera,-282.593,-72.162,K,V,5,1
1871,Milnerton,-85.306,-232.471,G,V,8,2
1872,Milos,57.639,-225.235,G,V,7,2
1873,Milton,-64.371,2.798,G,V,3,2
1874,Milvano,-463.101,20.389,G,V,3,3
1875,Minakuchi,63.844,116.53,G,V,3,2
1876,Minderoo,-255.625,155.048,F,V,1,4
1877,Mindrel,547.504,207.411,M,V,1,1
1878,Mineite,475.18,-31.3,F,V,9,3
1879,Minette,471.612,-109.702,K,V,1,2
1880,Minnacora,77.285,-170.624,M,V,3,1
1881,Minowa,183.519,157.407,F,V,5,3
1882,Miquelon,-285.855,300.837,G,V,9,2
1883,Mira,103.393,-52.004,G,III,6,4
1884,Mirach,108.822,-26.926,M,V,1,7
1885,Mirage,475.103,15.463,K,V,9,1
1886,Mirfak,386.121,-478.358,G,V,2,2
1887,Misery,274.256,84.992,F,V,2,4
1888,Mishkadrill,509.843,86.018,M,V,7,1
1889,Mississauga,-224.909,294.635,G,V,5,2
1890,Mitchel,108.814,-328.313,G,V,1,3
1891,Mitchella,481.006,141.717,G,V,2,2
1892,Mithron,224.445,-363.581,G,V,8,2
1893,Miyada,310.184,245.005,G,V,0,3
1894,Miyako,245.42,237.749,F,V,8,3
1895,Miyazaki,51.427,57.508,G,V,1,4
1896,Mizar,-54.548,20.628,A,V,2,6
1897,Mizdargh,399.56,-1338.764,M,V,3,1
1898,Mizt,632.616,251.086,G,V,7,2
1899,Mizunami,345.6,232.081,M,V,4,1
1900,Mkuranga,-160.78,317.382,F,V,5,4
1901,Modesto,-142.027,-536.497,M,V,1,1
1902,Mogabouti,-365.661,384.661,K,V,8,1
1903,Mogyorod,-214.005,377.1,F,V,6,3
1904,Mohács,-267.779,-180.673,G,V,0,3
1905,Mokane,427.022,-23.051,G,V,9,3
1906,Mokpo,232.824,221.259,G,V,4,3
1907,Molino,460.355,-134.743,F,V,3,3
1908,Molokai,-256.219,-194.215,F,V,4,4
1909,Mondra,-317.016,-403.337,G,V,9,2
1910,Monhegan,116.047,-184.1,G,V,9,2
1911,Monistrol,159.481,123.509,G,V,9,2
1912,Monongahela,164.91,-165.769,G,V,0,3
1913,Monroe,403.245,-44.769,F,V,1,3
1914,Montcoal,247.892,-168.347,F,V,6,4
1915,Monthey,-504.792,53.376,F,V,9,2
1916,Montmarault,-59.198,263.094,G,V,7,2
1917,Montour,348.702,-328.614,F,V,1,3
1918,Montsegur,-253.087,383.132,M,V,1,1
1919,Monument to Man,852.926,538.758,M,V,1,1
1920,Monywa,348.96,265.681,K,V,6,1
1921,Moore,5.683,64.061,K,V,5,3
1922,Moravian,109.081,-132.368,K,V,1,2
1923,Mordialloc,219.972,-263.495,G,V,4,2
1924,Morgan's Holdfast,672.605,-192.835,K,V,7,1
1925,Morges,-141.416,283.196,G,V,6,3
1926,Moriguchi,-365.254,290.245,G,V,0,4
1927,Moritz,-32.316,319.45,K,V,0,3
1928,Morningside,-35.677,167.973,K,V,7,1
1929,Moroney,-493.084,155.743,F,V,2,3
1930,Morrigan,-333.15,71.818,G,V,4,3
1931,Morrill,396.01,31.749,G,V,8,3
1932,Morthac,442.736,174.363,F,V,8,3
1933,Morven,544.367,-147.132,G,V,6,2
1934,Mosiro,-65.144,-280.742,K,V,0,3
1935,Mostaganem,-996.507,100.034,K,V,2,2
1936,Moultrie,471.744,-170.624,G,V,4,2
1937,Mozirje,-38.788,362.104,M,V,7,1
1938,Mualang,96.414,265.681,F,V,3,3
1939,Multan,363.699,329.015,F,V,1,3
1940,Mumbai,25.302,-248.926,K,V,8,1
1941,Mundrabilla,-247.892,-108.382,G,V,0,3
1942,Muphrid,-27.402,15.207,G,V,8,2
1943,Murchison,74.697,19.855,G,IV,8,3
1944,Muridox,106.492,-382.137,F,V,9,4
1945,Murmansk,320.533,221.949,F,V,2,4
1946,Muroto,212.518,182.926,F,V,9,4
1947,Murrain (Richmond's World 3025-),896.109,28.78,K,V,2,5
1948,Murris (Kalindam 2822+),52.218,-379.328,K,V,5,1
1949,Muscida,-139.559,-182.321,G,V,9,2
1950,Muskegon,164.54,-99.254,M,V,4,1
1951,Muswell,35.241,289.645,G,V,5,3
1952,Myrrdin,-388.534,62.774,G,V,8,3
1953,Myrvoll,-17.664,-88.598,F,V,6,3
1954,Mytilene,151.165,-135.63,M,V,7,1
1955,Naco,-522.162,232.813,G,V,2,1
1956,Nadrin,313.287,152.719,F,V,1,3
1957,Nagel,470.969,6.414,G,V,8,2
1958,Nahoni,245.821,-198.575,G,V,1,4
1959,Nai-Stohl,1.5,72.395,K,V,9,1
1960,Naikongzu,527.113,360.78,M,V,9,1
1961,Naissus,-347.184,-162.059,K,V,4,1
1962,Najha,35.666,211.136,G,V,2,2
1963,Naka Pabni,377.913,-291.644,G,V,8,2
1964,Nakaojo,287.181,183.226,F,V,8,3
1965,Nam Dinh,-66.678,-251.434,F,V,5,4
1966,Namen,171.967,-215.705,F,V,9,3
1967,Nanking,22.742,-51.745,G,V,1,4
1968,Nara,292.706,296.543,K,V,6,1
1969,Narellan,170.602,-253.882,M,V,5,1
1970,Naryn,-37.191,-361.153,G,V,6,2
1971,Nashira,47.655,33.587,K,IV,5,2
1972,Nashuar,97.583,-202.102,M,V,0,1
1973,Nathan,-67.217,-49.158,M,V,3,1
1974,Navarre,-713.918,1146.972,K,V,5,1
1975,Nebula D77,705.298,-1815.018,G,V,7,2
1976,Necedah,353.876,-8.057,G,V,9,3
1977,Necromo,102.876,-188.465,M,V,5,10
1978,Neerabup,-339.188,333.668,G,V,8,5
1979,Negushevo,-286.954,-273.801,F,V,3,3
1980,Nekkar,-93.579,96.371,F,V,8,3
1981,Neosho,549.801,-25.64,K,V,5,1
1982,Nerum,610.815,264.269,F,V,7,3
1983,Nestor,-170.584,-25.895,F,V,8,3
1984,Neukirchen (Jodipur 3025-),406.348,-247.142,F,V,4,4
1985,New Aberdeen,256.932,78.276,G,V,5,2
1986,New Abilene,-71.642,-450.564,K,V,2,5
1987,New Aragon,69.535,-88.191,K,V,2,3
1988,New Athens,59.751,-129.939,M,V,9,1
1989,New Avalon,266.497,-110.836,G,V,5,4
1990,New Bergen,19.382,402.946,G,V,1,3
1991,New Caledonia,-59.198,405.533,G,V,1,3
1992,New Canton,8.269,-72.946,F,V,2,3
1993,New Capetown,-252.057,260.773,K,V,9,4
1994,New Ceylon,148.306,433.569,K,V,4,1
1995,New Crete,39.825,-200.511,G,V,4,2
1996,New Dallas,-54.993,-25.456,K,VI,8,2
1997,New Damascus,273.999,-206.602,K,V,9,8
1998,New Delos,-38.009,-140.692,G,III,8,4
1999,New Delphi,972.504,204.047,G,V,2,3
2000,New Earth (Tau Ceti 2116-),-12.415,3.055,F,V,0,4
2001,New Exford,-137.281,243.193,K,V,9,1
2002,New Florence,90.612,-11.639,F,V,3,3
2003,New Galicia,-364.78,-217.92,G,V,3,2
2004,New Ganymede,197.42,-377.374,G,V,2,3
2005,New Gascony,662.624,-261.238,F,V,2,3
2006,New Haiti (New Hati),652.286,-246.903,M,V,3,1
2007,New Hessen,84.005,-57.121,A,V,9,7
2008,New Home,7.229,-12.715,G,IV,4,1
2009,New Hope,-113.194,-32.874,K,V,1,2
2010,New India,-458.313,47.517,M,V,4,1
2011,New Ivaarsen,226.948,34.591,K,V,1,3
2012,New Kent,120.807,1784.439,F,II,2,2
2013,New Kyoto,-125.729,11.811,G,V,5,3
2014,New Macao,77.542,-122.354,G,V,1,3
2015,New Mendham,179.124,59.401,G,V,9,3
2016,New Olympia,-150.168,-130.286,G,V,1,3
2017,New Oslo,15.246,386.145,A,V,9,1
2018,New Port Royal,658.457,-211.158,K,V,5,1
2019,New Praha,-104.535,-175.749,M,V,9,1
2020,New Rhodes III,102.361,-15.815,M,V,9,1
2021,New Roland,-8.023,-401.262,F,V,7,2
2022,New Sagan,79.871,-177.661,G,V,8,2
2023,New Samarkand,359.452,248.589,F,IV,0,6
2024,New Sapporo,332.956,417.297,G,V,0,4
2025,New Sarum,228.756,424.374,G,V,8,3
2026,New Sierra,826.202,76.764,K,V,2,2
2027,New St. Andrews,-513.029,-107.97,F,V,4,4
2028,New Stevens,22.346,-6.068,K,V,6,1
2029,New Sumatra,139.374,64.378,K,V,6,1
2030,New Syrtis,231.063,-296.899,K,IV,5,4
2031,New Troy,-51.105,-259.908,M,V,4,1
2032,New Valencia,219.972,-50.015,G,V,4,4
2033,New Vallis,191.796,-375.56,G,V,1,3
2034,New Vandenburg,155.862,-405.627,F,IV,5,6
2035,New Venice,-470.704,-296.494,F,V,5,3
2036,New Wessex,-12.415,113.43,K,IV,2,3
2037,New Westin,38.253,-241.987,G,V,3,3
2038,New Ålborg,-112.262,447.541,F,V,6,4
2039,Newcastle,-208.644,-180.737,F,V,1,4
2040,Newton,317.412,-30.54,M,V,6,1
2041,Newtown Square,-228.268,393.123,G,V,9,2
2042,Nexus Ri,417.205,207.867,F,V,7,3
2043,Ngake,-173.952,-198.575,G,V,2,3
2044,Niangol,-374.275,242.936,M,V,9,1
2045,Nichol's Rest,-265.873,69.612,G,V,7,3
2046,Nightwish,-446.895,4.26,F,V,0,3
2047,Nihal,43.933,-310.771,F,V,9,4
2048,Niihau,-237.585,-79.925,M,V,4,1
2049,Niles (Clan),118.994,1706.832,A,II,3,1
2050,Niles (OA),398.587,119.892,F,V,9,3
2051,Ningpo,54.279,-66.743,G,III,2,4
2052,Ningxia,314.874,313.336,K,V,0,3
2053,Niomede,-0.273,-349.524,F,V,2,4
2054,"Niops (Niops V, VI, VII)",-374.013,-263.173,M,V,5,7
2055,Niquinohomo,407.636,-226.723,G,V,2,3
2056,Nirasaki,34.378,19.339,F,IV,3,1
2057,Nis,249.839,-187.993,G,V,1,3
2058,Nito,-557.011,226.976,K,V,8,1
2059,Nizina,309.671,-228.311,K,V,1,2
2060,No Return,56.332,-177.36,G,V,7,2
2061,Noatak,330.86,-213.841,F,V,4,3
2062,Nobel,-166.405,-426.654,G,V,6,2
2063,Nockatunga,-289.027,-54.076,F,V,2,4
2064,Nogales,269.688,-218.378,M,V,5,1
2065,Noh-wan Hohm,155.019,-178.376,F,V,3,4
2066,Noisiel,-308.362,148.073,K,V,0,3
2067,Non Diz,146.985,-369.067,F,V,6,2
2068,Nopah,57.123,-33.649,G,IV,6,7
2069,Norfolk,-221.827,-179.941,M,V,0,5
2070,Norman's World,330.482,-353.598,G,V,6,2
2071,Northfield,279.421,-75.525,K,V,5,1
2072,Northsun,503.506,213.818,M,V,8,1
2073,Northwind,34.118,-2.891,G,IV,2,2
2074,Notwina,294.932,-193.916,K,V,5,1
2075,Nouasseur,-351.27,262.321,F,V,4,4
2076,Nouveau Toulouse,284.343,60.729,G,V,1,3
2077,Nouveaux Paris,129.703,843.835,K,V,2,2
2078,Nova Roma,-83.252,-133.95,F,IV,6,3
2079,Novara,-366.33,115.646,K,V,8,1
2080,Novaya Zemlya,180.681,-183.311,G,IV,2,4
2081,Novgorod,-760.155,940.824,K,V,7,1
2082,Novo Franklin,667.892,61.542,F,V,6,8
2083,Novo Tressida,-172.349,-493.212,M,V,5,3
2084,Nowhere,369.12,403.203,M,V,3,1
2085,Nox,13.177,239.832,K,V,2,4
2086,Nuelson Minor,-345.717,171.896,F,V,9,4
2087,Nukus,-2.093,-320.6,F,V,5,2
2088,Nullarbor,-158.491,-250.314,K,V,3,2
2089,Numenor,283.82,-107.59,G,V,2,1
2090,Numki,49.098,201.061,F,V,4,3
2091,Nuneaton,-335.52,141.867,F,V,0,4
2092,Nunivak,322.07,-188.264,K,V,0,2
2093,Nusakan,-34.772,43.29,K,V,0,3
2094,Nyamlell,-999.99,149.702,G,V,2,1
2095,Nyasa,-413.731,394.298,G,V,4,3
2096,Nykvarn,123.295,388.723,G,V,4,2
2097,Nyserta,-17.783,498.766,A,III,9,2
2098,O'Fallon,313.545,-83.285,K,V,2,2
2099,Oberon VI,-111.419,473.251,F,III,5,6
2100,Obrenovac,-187.432,-335.553,F,V,0,3
2101,Oceana,-96.423,-108.084,K,V,0,2
2102,Odabasi,71.079,213.725,F,V,0,4
2103,Odawara,235.801,265.691,F,V,5,4
2104,Odell,250.477,-97.499,K,V,1,2
2105,Odessa ('The Ruins of Gabriel'),-120.727,185.545,M,V,8,1
2106,Offerman,573.321,-52.26,G,V,7,2
2107,Ogano,82.973,211.138,F,V,7,3
2108,Ogilvie,195.764,-232.045,F,V,9,3
2109,Ohrensen,-16.29,-121.76,F,II,7,2
2110,Okains,241.171,-268.649,M,V,5,1
2111,Okaya,108.911,38.039,G,V,6,1
2112,Okefenokee,606.925,-67.511,G,V,5,4
2113,Olafsvik,-176.532,-239.114,G,V,7,3
2114,Olancha,167.241,-6.51,G,V,9,2
2115,Old Canton,393.593,260.655,K,V,3,2
2116,Old Kentucky,2.063,-141.685,G,V,3,4
2117,Oldsmith,306.33,88.669,K,V,9,1
2118,Oli,136.498,-151.263,M,V,6,1
2119,Oligar,89.777,-270.835,K,V,1,2
2120,Olindo,463.209,-234.754,G,V,3,3
2121,Oliver,-31.803,-7.025,M,V,5,1
2122,Oltepesi,252.54,-276.68,M,V,2,1
2123,Omagh,152.76,211.396,F,V,2,4
2124,Onverwacht,679.529,157.619,G,V,8,2
2125,Oporto (Veil 3075+),-449.954,307.611,G,V,1,3
2126,Orbisonia,150.173,-155.163,M,V,6,1
2127,Ordino,42.016,-362.735,F,V,4,4
2128,Orestes,-26.121,167.591,A,V,7,3
2129,Organo,355.767,-347,K,V,1,3
2130,Oriente,-76.278,-211.423,F,III,2,4
2131,Orkney (LC),-48.602,234.925,M,V,1,1
2132,Orkney (TC),378.867,-399.299,M,V,7,1
2133,Ormal,420.005,-68.215,M,V,0,1
2134,Ormstown,-438.887,193.565,K,V,0,2
2135,Oscar,548.604,-451.75,F,V,5,3
2136,Oshika,239.151,176.676,G,V,5,3
2137,Osmus Saar,149.4,173.921,G,V,7,2
2138,Osset,458.47,227.929,G,V,3,1
2139,Osumi,74.109,138.808,K,V,7,1
2140,Otho,78.418,176.289,G,V,8,2
2141,Otisberg,-486.472,125.07,F,V,9,4
2142,Ottumwa,398.587,33.295,M,V,6,1
2143,Ouagadougou (Silence 3130+),217.462,413.615,F,V,6,3
2144,Ourem,658.885,293.361,G,V,9,2
2145,Outer Volta,155.338,317.926,F,V,2,4
2146,Outpost,15.246,426.466,G,V,9,3
2147,Outreach,-3.109,-34.688,K,V,9,2
2148,Ovan,30.493,-205.809,M,V,6,2
2149,Overton,46.252,-207.89,G,V,4,3
2150,Oyevaina,37.67,264.054,G,V,4,2
2151,Ozawa,84.778,2.798,K,II,5,2
2152,Paches,154.56,-142.767,G,V,0,3
2153,Paf,188.686,-436.115,G,V,4,2
2154,Pain (Dijonne 3050-),-408.667,349.654,K,V,9,1
2155,Pajarito,479.751,77.243,G,V,7,2
2156,Palladaine,-3.109,-287.978,K,V,4,1
2157,Palladix,-241.378,-409.228,G,V,7,2
2158,Palm,-101.773,-469.906,M,V,2,1
2159,Palmyra,450.8,-25.893,F,V,4,4
2160,Palos,50.695,-124.723,K,VI,7,3
2161,Pandora,-84.553,234.789,B,V,7,7
2162,Pangkalan,-249.288,364.973,G,V,2,2
2163,Panjang,-297.757,-181.724,G,V,2,3
2164,Panpour,342.497,-292.438,M,III,0,3
2165,Panzyr,86.771,-429.617,G,V,3,2
2166,Paracale,99.764,215.569,G,V,5,3
2167,Paradise,-239.908,-126.401,G,V,7,3
2168,Parakoila,-132.333,322.815,M,V,5,1
2169,Paran,-205.28,548.708,F,V,4,4
2170,Pardeau,-149.634,-5.173,K,V,1,2
2171,Parian,187.351,-382.625,K,V,4,1
2172,Paris,191.792,47.517,K,V,1,2
