,Name,Primary,FactionChange
2660,Sudeten,4,"['(Date=2610-11-03,Faction=LA)', '(Date=2750-11-07,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3050-09-22,Faction=CJF,FC)', '(Date=3050-10-13,Faction=CJF)']"
2661,Suetonius,1,"['(Date=2900-09-14,Faction=MH)', '(Date=3025-07-22,Faction=MH)']"
2662,Suianheer,2,"['(Date=2384-05-24,Faction=DC)', '(Date=3120-03-21,Faction=RA)']"
2663,Suk II,2,"['(Date=2168-03-08,Faction=TA)', '(Date=2235-08-09,Faction=TamP)', '(Date=2341-07-10,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3052-01-03,Faction=CW,FC)', '(Date=3052-02-10,Faction=CW)', '(Date=3145-02-14,Faction=CJF)']"
2664,Sulafat,2,"['(Date=2273-12-09,Faction=IND)', '(Date=2324-07-23,Faction=DC)', '(Date=2821-07-02,Faction=LA)', '(Date=2864-10-21,Faction=DC)']"
2665,Sullivan,3,"['(Date=2272-12-03,Faction=IND)', '(Date=2340-11-27,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3145-07-22,Faction=DC)']"
2666,Summer,1,"['(Date=2242-05-13,Faction=IND)', '(Date=2320-07-11,Faction=TH)', '(Date=2767-01-27,Faction=RWR)', '(Date=2779-06-29,Faction=TH)', '(Date=2786-09-27,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3068-09-01,Faction=LA,FWL)', '(Date=3068-09-22,Faction=FWL)', '(Date=3069-01-07,Faction=LA)', '(Date=3081-10-31,Faction=ROS)', '(Date=3135-09-24,Faction=CJF)']"
2667,Summerstide,3,"['(Date=2689-04-10,Faction=FS)', '(Date=2798-03-08,Faction=ABN)']"
2668,Summit,1,"['(Date=2264-02-11,Faction=IND)', '(Date=2345-02-16,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
2669,Sumy,4,"['(Date=2749-04-25,Faction=CC)', '(Date=2905-06-21,Faction=ABN)']"
2670,Sun Prairie,3,"['(Date=2275-02-14,Faction=IND)', '(Date=2360-08-13,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
2671,Sunchon,2,"['(Date=2341-12-22,Faction=DC)', '(Date=2901-02-05,Faction=ABN)']"
2672,Sunnywood,3,"['(Date=2340-08-30,Faction=IND)', '(Date=2571-06-30,Faction=CC)', '(Date=2787-01-24,Faction=ABN)']"
2673,Surcin,2,"['(Date=2170-04-19,Faction=TA)', '(Date=2235-06-09,Faction=TamP)', '(Date=2341-07-29,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3130-07-29,Faction=CW)', '(Date=3140-01-14,Faction=LA)']"
2674,Susquehanna,2,"['(Date=2500-10-14,Faction=DC)', '(Date=2750-12-15,Faction=DC)', '(Date=3034-03-13,Faction=FRR)', '(Date=3050-05-01,Faction=CGB)', '(Date=3103-03-13,Faction=RD)']"
2675,Susulatna,3,"['(Date=2275-12-18,Faction=IND)', '(Date=2340-06-11,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
2676,Sutama,1,"['(Date=2299-11-27,Faction=IND)', '(Date=2321-03-25,Faction=DC)']"
2677,Suzano,4,"['(Date=2215-10-07,Faction=SSUP)', '(Date=2367-08-01,Faction=CC)', '(Date=2900-05-14,Faction=FWL)', '(Date=3014-08-01,Faction=FWLR)', '(Date=3015-03-15,Faction=FWL)', '(Date=3025-07-26,Faction=FWL)', '(Date=3079-08-01,Faction=OZP)', '(Date=3085-03-05,Faction=ROS)', '(Date=3135-10-01,Faction=IND)', '(Date=3145-02-20,Faction=CC)']"
2678,Svalstad,1,"['(Date=2369-11-22,Faction=RWR)', '(Date=2779-05-19,Faction=PIND)', '(Date=2832-02-04,Faction=ABN)']"
2679,Svarstaad,1,"['(Date=2625-10-05,Faction=LA)', '(Date=2750-08-30,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3050-09-03,Faction=CW,FC)', '(Date=3050-09-05,Faction=CW)', '(Date=3140-11-28,Faction=CHH)']"
2680,Svelvik,3,"['(Date=2250-04-09,Faction=PoR)', '(Date=2333-08-15,Faction=PoR,DC)', '(Date=2367-04-10,Faction=PoR)', '(Date=2510-05-09,Faction=DC)', '(Date=3034-03-13,Faction=FRR)', '(Date=3050-04-05,Faction=CW)', '(Date=3071-04-26,Faction=CHH)', '(Date=3130-07-31,Faction=RD)']"
2681,Sverdlovsk,2,"['(Date=2170-01-26,Faction=TA)', '(Date=2242-06-15,Faction=IND)', '(Date=2305-07-07,Faction=AG)', '(Date=2319-07-30,Faction=DC)']"
2682,Svinngarn,1,"['(Date=2274-02-01,Faction=IND)', '(Date=2345-04-14,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
2683,Swales,1,"['(Date=2698-02-18,Faction=FS)', '(Date=2902-11-07,Faction=ABN)']"
2684,Swartklip,2,"['(Date=2634-07-19,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=2634-08-17,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
2685,Sweet Water,1,"['(Date=2648-03-05,Faction=LA)', '(Date=2802-01-14,Faction=ABN)']"
2686,Sylvan,3,"['(Date=2360-03-25,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
2687,Sylvester,2,"['(Date=2275-07-06,Faction=IND)', '(Date=2340-01-14,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
2688,Symington,4,"['(Date=2164-03-07,Faction=TA)', '(Date=2242-05-10,Faction=IND)', '(Date=2299-05-11,Faction=FoS)', '(Date=2341-06-28,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3140-01-25,Faction=CJF)']"
2689,Symsonia,2,"['(Date=2350-04-08,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
2690,Synsstad,2,"['(Date=2384-08-21,Faction=RWR)', '(Date=2779-11-01,Faction=PIND)', '(Date=2860-07-18,Faction=ABN)', '(Date=2384-05-16,Faction=RWR)', '(Date=2779-10-15,Faction=PIND)', '(Date=2860-10-31,Faction=ABN)']"
2691,Syrma,4,"['(Date=2242-12-16,Faction=IND)', '(Date=2299-11-27,Faction=FoS)', '(Date=2341-07-26,Faction=LA)', '(Date=2700-10-24,Faction=TH)', '(Date=2767-01-18,Faction=RWR)', '(Date=2780-11-14,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3068-11-17,Faction=FWL)', '(Date=3068-12-27,Faction=LA)', '(Date=3078-05-25,Faction=TH)', '(Date=3081-12-12,Faction=ROS)', '(Date=3135-10-01,Faction=IND)', '(Date=3144-06-01,Faction=GL)']"
2692,Syrstart,1,"['(Date=2705-01-04,Faction=RWR)', '(Date=2779-10-17,Faction=PIND)', '(Date=2810-12-17,Faction=ABN)', '(Date=2864-09-04,Faction=CI)']"
2693,Szepes,4,"['(Date=2704-12-30,Faction=FWL)', '(Date=2861-10-11,Faction=ABN)']"
2694,Szombathely,3,"['(Date=2716-02-22,Faction=FWL)', '(Date=2856-07-09,Faction=ABN)']"
2695,T Cephei (The Devil's Eye),1,"['(Date=2239-01-22,Faction=PIND)', '(Date=3095-10-15,Faction=IE)']"
2696,Tabayama,3,"['(Date=2172-04-18,Faction=TA)', '(Date=2242-12-30,Faction=IND)', '(Date=2413-09-04,Faction=OA)', '(Date=2581-08-11,Faction=OA,DC)', '(Date=2585-07-25,Faction=DC)', '(Date=3120-07-15,Faction=RA)']"
2697,Tadjoura,3,"['(Date=2736-09-16,Faction=AXP)']"
2698,Taga,3,"['(Date=2245-11-12,Faction=SIMA)', '(Date=2367-08-01,Faction=CC)', '(Date=3030-12-21,Faction=SIC)', '(Date=3062-01-17,Faction=CC)']"
2699,Tainjin,4,"['(Date=2426-01-24,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
2700,Takata (New Start 3130+),3,"['(Date=2341-10-01,Faction=DC)', '(Date=2912-09-01,Faction=ABN)']"
2701,Talcott,3,"['(Date=2163-05-30,Faction=ME)', '(Date=2319-05-16,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
2702,Talisker,3,"['(Date=2318-06-27,Faction=LA)', '(Date=2821-12-07,Faction=DC)', '(Date=2854-06-11,Faction=ABN)']"
2703,Talitha,2,"['(Date=2227-11-24,Faction=IND)', '(Date=2320-03-02,Faction=TH)', '(Date=2767-11-25,Faction=RWR)', '(Date=2779-12-13,Faction=TH)', '(Date=2786-08-16,Faction=FWL)', '(Date=3029-12-20,Faction=TFR)', '(Date=3032-09-21,Faction=FC)', '(Date=3057-11-01,Faction=FWL)', '(Date=3072-02-01,Faction=WOB)', '(Date=3077-05-21,Faction=Stone,WOB)', '(Date=3077-05-26,Faction=Stone)', '(Date=3081-02-10,Faction=ROS)', '(Date=3135-10-01,Faction=IND)', '(Date=3139-11-16,Faction=AA)']"
2704,Tall Trees,8,"['(Date=2240-07-20,Faction=IND)', '(Date=2315-09-16,Faction=DoL)', '(Date=2367-08-01,Faction=CC)', '(Date=2571-10-12,Faction=TH)', '(Date=2767-04-09,Faction=RWR)', '(Date=2779-09-28,Faction=TH)', '(Date=2790-11-13,Faction=CC)', '(Date=3030-03-28,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-11-01,Faction=ST)', '(Date=3067-12-30,Faction=WOB)', '(Date=3078-02-24,Faction=Stone,DC,WOB)', '(Date=3078-02-26,Faction=Stone)', '(Date=3081-05-01,Faction=ROS)', '(Date=3135-10-01,Faction=IND)', '(Date=3136-10-01,Faction=TTU)', '(Date=3145-05-05,Faction=CC)']"
2705,Tallassee,3,"['(Date=2749-05-05,Faction=FS)', '(Date=2794-06-28,Faction=ABN)']"
2706,Tallin,2,"['(Date=2245-12-16,Faction=SIMA)', '(Date=2367-08-01,Faction=CC)', '(Date=3030-08-20,Faction=SIC)', '(Date=3063-11-08,Faction=CC)']"
2707,Tallmadge,3,"['(Date=2293-07-17,Faction=IND)', '(Date=2360-02-22,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3145-01-03,Faction=DC)']"
2708,Tamar,3,"['(Date=2235-03-08,Faction=TamP)', '(Date=2341-10-09,Faction=LA)', '(Date=2915-07-11,Faction=DC)', '(Date=2916-08-10,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3051-11-02,Faction=CW,FC)', '(Date=3051-11-07,Faction=CW)', '(Date=3140-08-02,Faction=CHH)']"
2709,Tamarind,4,"['(Date=2341-11-19,Faction=FWL)', '(Date=3079-04-15,Faction=DTA)']"
2710,Tamaron,1,"['(Date=2802-05-21,Faction=CCO)', '(Date=2821-08-17,Faction=CCO)', '(Date=3073-05-20,Faction=CCO,SOC)', '(Date=3074-12-07,Faction=CCO,CSV)', '(Date=3074-12-26,Faction=CSV)', '(Date=3075-10-01,Faction=CCO,CSA,CCC,CGS)', '(Date=3079-10-13,Faction=CCO,CCC,CSA)']"
2711,Tamsalu,1,"['(Date=2279-04-10,Faction=IND)', '(Date=2321-09-07,Faction=DC)']"
2712,Tancredi IV,4,"['(Date=2272-10-23,Faction=IND)', '(Date=2365-12-14,Faction=FS)', '(Date=2581-07-10,Faction=OA)', '(Date=2582-01-28,Faction=OA,SL)', '(Date=2585-08-01,Faction=FS)', '(Date=3013-10-12,Faction=DC)', '(Date=3023-04-23,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3104-01-05,Faction=DC)']"
2713,Tangerz (Mayadi 2822+),1,"['(Date=2667-08-18,Faction=DC)', '(Date=2821-08-08,Faction=CS)', '(Date=2933-10-03,Faction=ABN)']"
2714,Tangipahoa,1,"['(Date=2380-01-14,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
2715,Tangua,1,"['(Date=2473-09-12,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
2716,Tanh Linh,1,"['(Date=2274-10-07,Faction=IND)', '(Date=2322-12-18,Faction=DC)']"
2717,Tania Australis,1,"['(Date=2341-12-24,Faction=FWL)', '(Date=3081-09-30,Faction=IND)', '(Date=3130-12-09,Faction=MSC)', '(Date=3145-11-21,Faction=CWE)']"
2718,Tania Borealis,4,"['(Date=2259-05-26,Faction=SCon)', '(Date=2293-08-14,Faction=FWL)', '(Date=3079-10-12,Faction=SC)', '(Date=3082-06-22,Faction=ROS)', '(Date=3135-10-01,Faction=IND)', '(Date=3145-06-15,Faction=CWE)']"
2719,Tanis (Radulov 2600-),3,"['(Date=2749-09-04,Faction=IND)', '(Date=3025-09-25,Faction=CLAN)', '(Date=3067-12-20,Faction=CSA,CCC)', '(Date=3072-12-31,Faction=CB)', '(Date=3072-02-04,Faction=CB,SOC)', '(Date=3073-11-05,Faction=CB,SOC,CCC)', '(Date=3073-11-18,Faction=CB,SOC)', '(Date=3074-12-17,Faction=CB,SOC,CCC,CSA)', '(Date=3075-04-25,Faction=ABN)']"
2720,Tannil,3,"['(Date=2310-06-12,Faction=IND)', '(Date=2328-01-28,Faction=DC)']"
2721,Tansalir,1,"['(Date=3095-08-11,Faction=PIND)']"
2722,Tantallon,2,"['(Date=2599-01-29,Faction=FS)', '(Date=2912-05-09,Faction=ABN)']"
2723,Tantara,1,"['(Date=2700-09-29,Faction=CC)', '(Date=3030-12-07,Faction=SIC)', '(Date=3063-12-02,Faction=CC)']"
2724,Tanz,2,"['(Date=2609-01-21,Faction=OA)', '(Date=2864-04-20,Faction=PIND)', '(Date=2911-02-28,Faction=ABN)']"
2725,Tapachula,1,"['(Date=2517-07-17,Faction=FWL)', '(Date=3081-02-23,Faction=IND)']"
2726,Tapihue,1,"['(Date=2602-12-18,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
2727,Taran's World,2,"['(Date=2270-02-08,Faction=PIND)', '(Date=2571-02-08,Faction=RWR)', '(Date=2779-02-10,Faction=PIND)', '(Date=2905-11-14,Faction=ABN)']"
2728,Tarazed,3,"['(Date=2310-12-08,Faction=IND)', '(Date=2322-11-04,Faction=DC)', '(Date=3052-04-01,Faction=CSJ)', '(Date=3059-05-27,Faction=DC,CSJ)', '(Date=3059-06-02,Faction=DC)']"
2729,Tarkio,4,"['(Date=2274-11-03,Faction=IND)', '(Date=2355-09-13,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
2730,Tarnby,4,"['(Date=2737-01-30,Faction=DC)', '(Date=3050-03-01,Faction=CSJ)', '(Date=3051-11-01,Faction=CNC)', '(Date=3059-06-26,Faction=DC)', '(Date=3120-11-22,Faction=PIND)']"
2731,Tarol IV,4,"['(Date=2540-09-18,Faction=MOC)', '(Date=2586-01-03,Faction=MOC,SL)', '(Date=2586-01-04,Faction=SL)', '(Date=2597-03-21,Faction=MOC)']"
2732,Tathis,1,"['(Date=2802-12-15,Faction=CDS,CIH,CSA)', '(Date=2821-04-01,Faction=CLAN)', '(Date=3070-06-01,Faction=CDS,CIH,CSA,CCO)', '(Date=3072-10-27,Faction=CCC,CSA,CCO)', '(Date=3075-06-01,Faction=CCC,CSA)', '(Date=3085-04-29,Faction=CSA)']"
2733,Tatlawiksuk,4,"['(Date=2400-01-22,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
2734,Tatopani,1,"['(Date=2657-02-12,Faction=RWR)', '(Date=2779-10-16,Faction=PIND)', '(Date=2835-10-13,Faction=ABN)']"
2735,Tatsuno,2,"['(Date=2296-06-21,Faction=IND)', '(Date=2321-04-12,Faction=DC)']"
2736,Taumaturgo,1,"['(Date=2694-04-10,Faction=OA)', '(Date=2805-08-04,Faction=ABN)']"
2737,Taurus,4,"['(Date=2253-01-02,Faction=CDP)', '(Date=2271-03-24,Faction=THW)', '(Date=2335-07-29,Faction=TC)', '(Date=2596-09-22,Faction=SL)', '(Date=2597-03-21,Faction=TC)']"
2738,Tawas,1,"['(Date=2278-11-21,Faction=Mara)', '(Date=2324-04-26,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
2739,Taygeta,4,"['(Date=2350-01-24,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3145-08-30,Faction=CC)']"
2740,Tazaraki,2,"['(Date=2701-02-17,Faction=FS)', '(Date=2905-04-29,Faction=ABN)']"
2741,Tchamba,3,"['(Date=2719-03-05,Faction=FWL)', '(Date=3081-05-02,Faction=IND)', '(Date=3145-12-05,Faction=FWL)']"
2742,Techne's Revenge,1,"['(Date=2596-09-25,Faction=MOC)']"
2743,Tecumseh,2,"['(Date=2176-02-19,Faction=SSUP)', '(Date=2367-08-01,Faction=CC)', '(Date=2864-07-30,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
2744,Tedibyhr,1,"['(Date=2681-11-15,Faction=FS)', '(Date=2800-10-21,Faction=ABN)']"
2745,Tegaldanas,2,"['(Date=2240-01-10,Faction=UHC)', '(Date=2540-09-01,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
2746,Tellman IV,4,"['(Date=2395-10-08,Faction=OA)', '(Date=3083-02-06,Faction=RA)']"
2747,Tellman's Mistake,2,"['(Date=2545-12-09,Faction=FWL)', '(Date=3081-09-17,Faction=IND)', '(Date=3130-10-31,Faction=RCM)']"
2748,Telos IV,4,"['(Date=2164-03-08,Faction=TA)', '(Date=2242-12-29,Faction=IND)', '(Date=2309-03-26,Faction=AG)', '(Date=2311-09-01,Faction=IND)', '(Date=2311-09-15,Faction=IND,AG)', '(Date=2312-04-01,Faction=AG)', '(Date=2319-03-09,Faction=DC)', '(Date=2341-06-23,Faction=TH)', '(Date=2767-09-24,Faction=RWR)', '(Date=2779-03-09,Faction=DC)', '(Date=2790-03-25,Faction=DC)', '(Date=3072-02-01,Faction=WOB)', '(Date=3077-02-05,Faction=Stone,WOB)', '(Date=3077-02-10,Faction=Stone)', '(Date=3081-05-26,Faction=ROS)', '(Date=3135-09-26,Faction=DC)']"
2749,Tematagi,2,"['(Date=2623-08-21,Faction=FWL)', '(Date=3075-04-13,Faction=RCM)']"
2750,Teng,1,"['(Date=2245-08-15,Faction=SIMA)', '(Date=2367-08-01,Faction=CC)', '(Date=3030-09-30,Faction=SIC)', '(Date=3063-04-22,Faction=CC)']"
2751,Tengil,1,"['(Date=2628-02-15,Faction=CC)', '(Date=2821-01-27,Faction=FWL)', '(Date=2901-11-27,Faction=ABN)']"
2752,Teniente,3,"['(Date=2509-08-17,Faction=DC)', '(Date=3052-04-06,Faction=CNC,DC)', '(Date=3052-05-01,Faction=CNC)', '(Date=3059-06-02,Faction=DC)', '(Date=2509-10-15,Faction=DC)', '(Date=3052-03-06,Faction=CNC,DC)', '(Date=3052-05-01,Faction=CNC)', '(Date=3059-06-02,Faction=DC)']"
2753,Tentativa,1,"['(Date=2363-08-09,Faction=TC)', '(Date=2578-08-02,Faction=SL,TC)', '(Date=2578-08-18,Faction=SL)', '(Date=2596-09-22,Faction=FS)', '(Date=2750-09-25,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
2754,Terra,3,"['(Date=2205-04-16,Faction=TA)', '(Date=2316-12-08,Faction=TH)', '(Date=2317-07-17,Faction=TH)', '(Date=2767-02-12,Faction=RWR)', '(Date=2779-10-09,Faction=TH)', '(Date=2788-06-25,Faction=CS)', '(Date=2821-01-23,Faction=CS)', '(Date=3030-12-23,Faction=ABN)', '(Date=2086-10-31,Faction=TA)', '(Date=2316-10-21,Faction=TH)', '(Date=2317-10-07,Faction=TH)', '(Date=2767-06-11,Faction=RWR)', '(Date=2779-02-05,Faction=TH)', '(Date=2788-06-25,Faction=CS)', '(Date=2821-08-08,Faction=CS)', '(Date=3057-02-28,Faction=WOB)', '(Date=3079-01-12,Faction=Stone,LA,WOB)', '(Date=3079-06-20,Faction=Stone)', '(Date=3081-01-24,Faction=ROS)', '(Date=2201-10-11,Faction=TA)', '(Date=2316-04-29,Faction=TH)', '(Date=2317-04-05,Faction=TH)', '(Date=2767-03-06,Faction=RWR)', '(Date=2779-10-13,Faction=TH)', '(Date=2788-06-25,Faction=CS)', '(Date=2821-08-15,Faction=CS)', '(Date=3057-02-28,Faction=WOB)', '(Date=3079-01-12,Faction=Stone,LA,WOB)', '(Date=3079-06-20,Faction=Stone)', '(Date=3081-09-06,Faction=ROS)']"
2755,Terra Firma,2,"['(Date=2240-08-31,Faction=IND)', '(Date=2320-03-06,Faction=TH)', '(Date=2767-09-03,Faction=RWR)', '(Date=2779-01-01,Faction=TH)', '(Date=2786-04-09,Faction=CC)', '(Date=2790-07-25,Faction=CC)', '(Date=3029-07-16,Faction=TFR)', '(Date=3032-05-01,Faction=FC)', '(Date=3057-11-01,Faction=TCC)', '(Date=3068-08-01,Faction=WOB)', '(Date=3078-02-09,Faction=Stone,WOB)', '(Date=3078-02-17,Faction=Stone)', '(Date=3081-07-11,Faction=ROS)']"
2756,Tetersen,2,"['(Date=2314-01-01,Faction=PD)', '(Date=2341-11-13,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
2757,Tetschner,3,"['(Date=2645-01-16,Faction=CC)', '(Date=2901-10-24,Faction=ABN)']"
2758,Tetski,1,"['(Date=2268-06-02,Faction=PIND)', '(Date=2540-10-10,Faction=MOC)', '(Date=2582-09-03,Faction=MOC,SL)', '(Date=2582-11-06,Faction=SL)', '(Date=2597-03-21,Faction=MOC)', '(Date=2864-09-22,Faction=PIND)', '(Date=2895-04-05,Faction=ABN)']"
2759,Texlos,6,"['(Date=2199-04-19,Faction=IND)', '(Date=2245-04-28,Faction=SIMA)', '(Date=2367-08-01,Faction=CC)', '(Date=3030-12-07,Faction=SIC)', '(Date=3062-06-03,Faction=CC)']"
2760,Teylingen,3,"['(Date=2729-09-18,Faction=FS)', '(Date=2895-07-23,Faction=ABN)']"
2761,Teyvareb,3,"['(Date=2615-12-18,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
2762,Thadora's Land,3,"['(Date=2785-05-23,Faction=CIR)', '(Date=3025-08-18,Faction=CIR)', '(Date=3081-05-01,Faction=PIND)']"
2763,Thala,1,"['(Date=2267-09-23,Faction=AXP)']"
2764,Thamel (Wyeth's Glory 3130+),3,"['(Date=2735-10-01,Faction=CC)', '(Date=2904-12-27,Faction=ABN)']"
2765,Thannhausen,3,"['(Date=2746-02-20,Faction=LA)', '(Date=2900-04-05,Faction=DC)', '(Date=3025-01-06,Faction=DC)', '(Date=3034-03-13,Faction=FRR)', '(Date=3051-11-06,Faction=CW,FRR)', '(Date=3051-11-25,Faction=CW)', '(Date=3140-03-14,Faction=CHH)']"
2766,Tharkad,5,"['(Date=2314-10-02,Faction=PD)', '(Date=2341-04-30,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3067-11-28,Faction=LA,WOB)', '(Date=3072-01-10,Faction=LA)']"
2767,Thasos,1,"['(Date=2596-11-24,Faction=PIND)', '(Date=2765-11-23,Faction=NDC)']"
2768,Thazi,1,"['(Date=2686-06-04,Faction=OA)', '(Date=2796-01-20,Faction=ABN)']"
2769,The Edge,3,"['(Date=2448-07-12,Faction=LA)', '(Date=2790-08-24,Faction=DC)', '(Date=2821-12-10,Faction=DC)', '(Date=3034-03-13,Faction=FRR)', '(Date=3050-03-03,Faction=CW)', '(Date=3071-02-18,Faction=CHH)']"
2770,The Eyes in the Dark,4,"['(Date=3095-06-01,Faction=PIND)']"
2771,The Rack (Port Vail 3050-),4,"['(Date=2496-01-03,Faction=RWR)', '(Date=2779-07-06,Faction=LA)', '(Date=2849-11-24,Faction=ABN)', '(Date=2900-01-02,Faction=PIND)', '(Date=3087-06-01,Faction=RT)']"
2772,The Rock,2,"['(Date=2779-08-11,Faction=PIND)', '(Date=3025-10-10,Faction=OC)', '(Date=3049-09-05,Faction=CW)', '(Date=3071-01-25,Faction=CHH)', '(Date=3100-02-07,Faction=TB)']"
2773,The Swan's Eye,2,"['(Date=2471-08-22,Faction=PIND)', '(Date=3095-09-19,Faction=IE)']"
2774,Thermopolis,1,"['(Date=2268-03-05,Faction=IND)', '(Date=2332-11-17,Faction=FWL)', '(Date=3068-03-30,Faction=LA)', '(Date=3070-07-07,Faction=FWL)', '(Date=3081-07-05,Faction=IND)', '(Date=3100-05-09,Faction=LA)', '(Date=3145-01-13,Faction=CWE)']"
2775,Thessalonika,3,"['(Date=2322-11-30,Faction=DC)', '(Date=3051-11-01,Faction=CGB,DC)', '(Date=3051-11-08,Faction=CGB)', '(Date=3103-03-13,Faction=RD)']"
2776,Thestria,1,"['(Date=2310-01-17,Faction=IND)', '(Date=2330-06-19,Faction=DC)', '(Date=3130-10-10,Faction=DC,FS)', '(Date=3145-11-24,Faction=DC)']"
2777,Theta Carinae Cluster,1,"['(Date=2471-07-06,Faction=PIND)', '(Date=3095-01-07,Faction=IE)']"
2778,Thibodaux,3,"['(Date=2380-02-24,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
2779,Thimphu,3,"['(Date=2299-12-28,Faction=IND)', '(Date=2321-04-09,Faction=DC)']"
2780,Thirty Weight,1,"['(Date=2612-10-04,Faction=FWL)', '(Date=2852-09-30,Faction=ABN)']"
2781,Thorin,5,"['(Date=2117-11-24,Faction=TA)', '(Date=2271-09-14,Faction=TA)', '(Date=2316-01-21,Faction=TH)', '(Date=2317-11-20,Faction=TH)', '(Date=2767-05-01,Faction=RWR)', '(Date=2779-01-24,Faction=TH)', '(Date=2790-10-28,Faction=LA)', '(Date=2821-05-11,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3068-10-15,Faction=WOB)', '(Date=3077-05-10,Faction=Stone,WOB)', '(Date=3077-05-14,Faction=Stone)', '(Date=3081-02-01,Faction=ROS)']"
2782,Thorn,2,"['(Date=2891-10-10,Faction=HL)']"
2783,Thraxa,2,"['(Date=2682-06-06,Faction=MOC)', '(Date=2900-04-18,Faction=MOC)', '(Date=3130-03-27,Faction=PIND)']"
2784,Thuban,2,"['(Date=2681-07-06,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3145-03-10,Faction=CWE)']"
