Name,Name,StarSystemName,PosX,PosY,SpectralType,Luminosity,SubType,Cluster,ClusterOverlay,ClusterConstellation
4093,4093.0,Merdal,91.895,-390.707,F,V,0.0,"(Id="""")",,
4094,4094.0,Merlin,170.287994,-364.496002,F,V,8.0,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
4095,4095.0,Merlynpede,-475.50699999999995,96.726,F,V,5.0,"(Id="""")",,
4096,4096.0,Merope,213.25099999999998,-323.461,M,V,3.0,"(Id="""")",,
4097,4097.0,Merowinger,576.4259999999999,-193.947,F,V,0.0,"(Id="""")",,
4098,4098.0,Michtal,561.771,263.415,K,V,1.0,"(Id="""")",,
4099,4099.0,Mickleover,-474.103,358.89599999999996,F,V,9.0,"(Id="""")",,
4100,4100.0,Midden,-290.982,-590.604,A,V,1.0,"(Id="""")",,
4101,4101.0,Midthun,74.400002,-384.040009,K,V,5.0,"(Id=""MWFactionAsset:BackwaterRegion"")",None,None
4102,4102.0,Milvano,-463.101,20.389,G,V,3.0,"(Id="""")",,
4103,4103.0,Mindrel,547.504,207.41099999999997,M,V,1.0,"(Id="""")",,
4104,4104.0,Mineite,475.18,-31.3,F,V,9.0,"(Id="""")",,
4105,4105.0,Miyako,245.42,237.74900000000002,F,V,8.0,"(Id="""")",,
4106,4106.0,Miyazaki,51.427,57.508,G,V,1.0,"(Id="""")",,
4107,4107.0,Mizdargh,399.56,-1338.764,M,V,3.0,"(Id="""")",,
4108,4108.0,Mizt,632.616,251.08599999999998,G,V,7.0,"(Id="""")",,
4109,4109.0,Modesto,-142.02700000000002,-536.497,M,V,1.0,"(Id="""")",,
4110,4110.0,Mogabouti,-365.661,384.661,K,V,8.0,"(Id="""")",,
4111,4111.0,Mohács,-267.779,-180.673,G,V,0.0,"(Id="""")",,
4112,4112.0,Mokpo,232.824,221.25900000000001,G,V,4.0,"(Id="""")",,
4113,4113.0,Mondra,-317.01599999999996,-403.337,G,V,9.0,"(Id="""")",,
4114,4114.0,Monthey,-504.792,53.376000000000005,F,V,9.0,"(Id="""")",,
4115,4115.0,Montsegur,-253.08700000000002,383.13199999999995,M,V,1.0,"(Id="""")",,
4116,4116.0,Monument to Man,852.926,538.758,M,V,1.0,"(Id="""")",,
4117,4117.0,Moroney,-493.084,155.743,F,V,2.0,"(Id="""")",,
4118,4118.0,Morrigan,-333.15,71.818,G,V,4.0,"(Id="""")",,
4119,4119.0,Mostaganem,-996.507,100.03399999999999,K,V,2.0,"(Id="""")",,
4120,4120.0,Mumbai,25.302,-248.92599500000003,K,V,8.0,"(Id=""MWFactionAsset:SianCommonality"")",None,None
4121,4121.0,Murmansk,320.533,221.949,F,V,2.0,"(Id="""")",,
4122,4122.0,Muroto,212.518,182.926,F,V,9.0,"(Id="""")",,
4123,4123.0,Murrain (Richmond's World 3025-),896.1089999999999,28.78,K,V,2.0,"(Id="""")",,
4124,4124.0,Murris (Kalindam 2822+),52.217999,-379.32800299999997,K,V,5.0,"(Id=""MWFactionAsset:BackwaterRegion"")",None,None
4125,4125.0,Muswell,35.241,289.645,G,V,5.0,"(Id="""")",,
4126,4126.0,Myrrdin,-388.534,62.773999999999994,G,V,8.0,"(Id="""")",,
4127,4127.0,Myrvoll,-17.664,-88.598,F,V,6.0,"(Id="""")",,
4128,4128.0,Mytilene,151.165,-135.63,M,V,7.0,"(Id="""")",,
4129,4129.0,Naco,-522.1619999999999,232.813,G,V,2.0,"(Id="""")",,
4130,4130.0,Nai-Stohl,1.5,72.395,K,V,9.0,"(Id="""")",,
4131,4131.0,Naikongzu,527.113,360.78,M,V,9.0,"(Id="""")",,
4132,4132.0,Naissus,-347.184,-162.059,K,V,4.0,"(Id="""")",,
4133,4133.0,Nam Dinh,-66.678,-251.43400000000003,F,V,5.0,"(Id="""")",,
4134,4134.0,Namen,171.967,-215.705,F,V,9.0,"(Id="""")",,
4135,4135.0,Nara,292.70599999999996,296.543,K,V,6.0,"(Id="""")",,
4136,4136.0,Naryn,-37.191,-361.153,G,V,6.0,"(Id="""")",,
4137,4137.0,Navarre,-713.918,1146.972,K,V,5.0,"(Id="""")",,
4138,4138.0,Nebula D77,705.298,-1815.0179999999998,G,V,7.0,"(Id="""")",,
4139,4139.0,Nerum,610.815,264.269,F,V,7.0,"(Id="""")",,
4140,4140.0,New Athens,59.751000000000005,-129.939,M,V,9.0,"(Id="""")",,
4141,4141.0,New Ceylon,148.306,433.569,K,V,4.0,"(Id="""")",,
4142,4142.0,New Crete,39.825001,-200.511002,G,V,4.0,"(Id=""MWFactionAsset:TsinghaiCommonality"")",None,None
4143,4143.0,New Dallas,-54.993,-25.456,K,VI,8.0,"(Id="""")",,
4144,4144.0,New Delphi,972.5039999999999,204.047,G,V,2.0,"(Id="""")",,
4145,4145.0,New Florence,90.61200000000001,-11.639000000000001,F,V,3.0,"(Id=""MWFactionAsset:DavionBorderlands"")",None,None
4146,4146.0,New Galicia,-364.78,-217.92,G,V,3.0,"(Id="""")",,
4147,4147.0,New Kent,120.807,1784.4389999999999,F,II,2.0,"(Id="""")",,
4148,4148.0,New Praha,-104.535,-175.74900000000002,M,V,9.0,"(Id="""")",,
4149,4149.0,New Sapporo,332.95599999999996,417.29699999999997,G,V,0.0,"(Id="""")",,
4150,4150.0,New Sarum,228.75599999999997,424.374,G,V,8.0,"(Id="""")",,
4151,4151.0,New Sierra,826.202,76.764,K,V,2.0,"(Id="""")",,
4152,4152.0,New Stevens,22.346,-6.068,K,V,6.0,"(Id="""")",,
4153,4153.0,New Sumatra,139.374,64.378,K,V,6.0,"(Id="""")",,
4154,4154.0,New Troy,-51.105,-259.908,M,V,4.0,"(Id="""")",,
4155,4155.0,New Ålborg,-112.262,447.541,F,V,6.0,"(Id="""")",,
4156,4156.0,Nexus Ri,417.204987,207.867004,F,V,7.0,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
4157,4157.0,Nichol's Rest,-265.873,69.612,G,V,7.0,"(Id="""")",,
4158,4158.0,Nightwish,-446.895,4.26,F,V,0.0,"(Id="""")",,
4159,4159.0,Niles (Clan),118.994,1706.832,A,II,3.0,"(Id="""")",,
4160,4160.0,Nis,249.83900000000003,-187.993,G,V,1.0,"(Id="""")",,
4161,4161.0,Nito,-557.011,226.976,K,V,8.0,"(Id="""")",,
4162,4162.0,Nobel,-166.405,-426.654,G,V,6.0,"(Id="""")",,
4163,4163.0,Nogales,269.688,-218.378,M,V,5.0,"(Id="""")",,
4164,4164.0,Noh-wan Hohm,155.019,-178.37599999999998,F,V,3.0,"(Id="""")",,
4165,4165.0,Non Diz,146.985001,-369.066986,F,V,6.0,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
4166,4166.0,Northsun,503.506,213.81799999999998,M,V,8.0,"(Id="""")",,
4167,4167.0,Nouveau Toulouse,284.342987,60.729,G,V,1.0,"(Id=""MWFactionAsset:DavionKurita_1"")",None,None
4168,4168.0,Nouveaux Paris,129.703,843.835,K,V,2.0,"(Id="""")",,
4169,4169.0,Novgorod,-760.155,940.824,K,V,7.0,"(Id="""")",,
4170,4170.0,Nuelson Minor,-345.717,171.896,F,V,9.0,"(Id="""")",,
4171,4171.0,Nukus,-2.093,-320.6,F,V,5.0,"(Id="""")",,
4172,4172.0,Nyamlell,-999.99,149.702,G,V,2.0,"(Id="""")",,
4173,4173.0,Nyasa,-413.731,394.298,G,V,4.0,"(Id="""")",,
4174,4174.0,Odawara,235.801,265.691,F,V,5.0,"(Id="""")",,
4175,4175.0,Okaya,108.911,38.039,G,V,6.0,"(Id="""")",,
4176,4176.0,Old Canton,393.593,260.655,K,V,3.0,"(Id="""")",,
4177,4177.0,Oldsmith,306.329987,88.668999,K,V,9.0,"(Id=""MWFactionAsset:DavionKurita_1"")",None,None
4178,4178.0,Oli,136.498,-151.263,M,V,6.0,"(Id="""")",,
4179,4179.0,Oligar,89.777,-270.835,K,V,1.0,"(Id="""")",,
4180,4180.0,Onverwacht,679.529,157.619,G,V,8.0,"(Id="""")",,
4181,4181.0,Oporto (Veil 3075+),-449.954,307.611,G,V,1.0,"(Id="""")",,
4182,4182.0,Ordino,42.016000000000005,-362.735,F,V,4.0,"(Id="""")",,
4183,4183.0,Ormal,420.005,-68.215,M,V,0.0,"(Id="""")",,
4184,4184.0,Osset,458.47,227.929,G,V,3.0,"(Id="""")",,
4185,4185.0,Osumi,74.109,138.808,K,V,7.0,"(Id="""")",,
4186,4186.0,Ouagadougou (Silence 3130+),217.46200000000002,413.615,F,V,6.0,"(Id="""")",,
4187,4187.0,Ourem,658.885,293.361,G,V,9.0,"(Id="""")",,
4188,4188.0,Oyevaina,37.67,264.05400000000003,G,V,4.0,"(Id="""")",,
4189,4189.0,Paches,154.56,-142.767,G,V,0.0,"(Id="""")",,
4190,4190.0,Paf,188.68599999999998,-436.115,G,V,4.0,"(Id="""")",,
4191,4191.0,Panzyr,86.771,-429.61699999999996,G,V,3.0,"(Id="""")",,
4192,4192.0,Paran,-205.28,548.7080000000001,F,V,4.0,"(Id="""")",,
4193,4193.0,Pardeau,-149.634003,-5.172999999999999,K,V,1.0,"(Id=""MWFactionAsset:SteinerMarikBorder"")",None,None
4194,4194.0,Parian,187.350998,-382.625,K,V,4.0,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
4195,4195.0,Parvan,-465.128998,142.848007,M,V,6.0,"(Id=""MWFactionAsset:AlarionPeriphery"")",None,None
4196,4196.0,Pasemah,-513.09,180.875,K,V,9.0,"(Id="""")",,
4197,4197.0,Patan,92.95500200000001,-261.968994,K,V,3.0,"(Id=""MWFactionAsset:DavionBorder"")",None,None
4198,4198.0,Pavia,-65.72,-112.027,K,V,2.0,"(Id="""")",,
4199,4199.0,Paxon,-70.79899999999999,1879.644,K,III,9.0,"(Id="""")",,
4200,4200.0,Payia,35.24,-406.48400000000004,M,V,0.0,"(Id="""")",,
4201,4201.0,Pec,-156.612,-224.803,K,V,4.0,"(Id="""")",,
4202,4202.0,Pegasi,677.6139999999999,-134.35299999999998,M,V,5.0,"(Id="""")",,
4203,4203.0,Pell,16.092,-334.88,G,V,9.0,"(Id="""")",,
4204,4204.0,Pentvar,131.659,-301.133,G,V,1.0,"(Id="""")",,
4205,4205.0,Pernik,-83.625999,-335.942993,G,V,9.0,"(Id=""MWFactionAsset:DutchyOfAndurien"")",None,None
4206,4206.0,Pietermaritzburg,193.954,-288.536,M,V,7.0,"(Id="""")",,
4207,4207.0,Pilon,778.425,199.976,K,V,1.0,"(Id="""")",,
4208,4208.0,Pioche,-392.36,-497.51,G,V,1.0,"(Id="""")",,
4209,4209.0,Plataea,113.10799999999999,-122.491,G,V,1.0,"(Id="""")",,
4210,4210.0,Pliska,-48.31399999999999,-65.598,F,V,0.0,"(Id="""")",,
4211,4211.0,Pokhara,62.356,16.823,G,V,0.0,"(Id="""")",,
4212,4212.0,Pressby,-215.295,-14.879000000000001,K,V,9.0,"(Id="""")",,
4213,4213.0,Pressville,-550.938,335.75300000000004,M,V,4.0,"(Id="""")",,
4214,4214.0,Priori,3.761,1807.901,K,II,0.0,"(Id="""")",,
4215,4215.0,Prydain,-269.754,247.101,F,V,6.0,"(Id="""")",,
4216,4216.0,Pula,269.22700000000003,-230.898,G,V,0.0,"(Id="""")",,
4217,4217.0,Puttalam,736.804,184.386,G,V,4.0,"(Id="""")",,
4218,4218.0,Périgueux,342.594,82.485,F,V,3.0,"(Id="""")",,
4219,4219.0,Qalzi,161.826,-436.82300000000004,F,V,3.0,"(Id="""")",,
4220,4220.0,Qualip (Kerensky's Vision 3130+),-72.643,189.27,F,V,7.0,"(Id="""")",,
4221,4221.0,Quelimane,-471.116,380.655,K,V,1.0,"(Id="""")",,
4222,4222.0,Quimper,308.468,-138.83,M,V,1.0,"(Id="""")",,
4223,4223.0,Quimper (Chirac 3130+),380.41900000000004,-239.333,M,V,8.0,"(Id="""")",,
4224,4224.0,Quines,725.824,238.054,F,V,5.0,"(Id="""")",,
4225,4225.0,RWR Outpost #11,777.948,-1438.221,F,V,8.0,"(Id="""")",,
4226,4226.0,RWR Outpost #27,-753.184,444.833,F,V,1.0,"(Id="""")",,
4227,4227.0,RWR Outpost #4,1721.9129999999998,424.912,G,V,7.0,"(Id="""")",,
4228,4228.0,RWR Outpost #7,1629.6689999999999,-73.499,F,V,4.0,"(Id="""")",,
4229,4229.0,Raetia,575.214,245.55,K,V,9.0,"(Id="""")",,
4230,4230.0,Ragusa,-99.44,-193.798,G,V,4.0,"(Id="""")",,
4231,4231.0,Ramen II,-28.01,-152.955,K,V,3.0,"(Id="""")",,
4232,4232.0,Refuel Base Gamma,-1098.46,-238.28,K,V,8.0,"(Id="""")",,
4233,4233.0,Reinbak,-112.09700000000001,-522.298,K,V,0.0,"(Id="""")",,
4234,4234.0,Reinhardstein,192.122,-111.27,G,V,6.0,"(Id="""")",,
4235,4235.0,Rennes,507.26099999999997,-200.59,K,V,5.0,"(Id="""")",,
4236,4236.0,Renorsal,616.804,262.981,G,V,0.0,"(Id="""")",,
4237,4237.0,Renren,-177.37599999999998,407.084,K,V,2.0,"(Id="""")",,
4238,4238.0,Rest Stop,801.738,326.975,F,V,6.0,"(Id="""")",,
4239,4239.0,Restitution,-204.963,-344.969,K,V,6.0,"(Id="""")",,
4240,4240.0,Revel,-400.913,-232.13400000000001,F,V,1.0,"(Id="""")",,
4241,4241.0,Rhodos (Runrig 2822+),48.924999,-217.143997,K,V,6.0,"(Id=""MWFactionAsset:SianCommonality"")",None,None
4242,4242.0,Riga,-863.429,860.1080000000001,F,V,0.0,"(Id="""")",,
4243,4243.0,Riga (HL),-855.1,853.84,K,V,7.0,"(Id="""")",,
4244,4244.0,Roche,67.865,1869.935,F,III,2.0,"(Id="""")",,
4245,4245.0,Rochers,-278.462,-15.978,K,V,7.0,"(Id="""")",,
4246,4246.0,Rocky,-16.688,24.715999999999998,M,V,0.0,"(Id="""")",,
4247,4247.0,Rondane,-223.796,583.816,F,V,4.0,"(Id="""")",,
4248,4248.0,Rondon,714.67,134.50799999999998,K,V,7.0,"(Id="""")",,
4249,4249.0,Roscoff,546.806,43.168,F,V,2.0,"(Id="""")",,
4250,4250.0,Rosendal,-42.171001000000004,-341.899994,G,V,9.0,"(Id=""MWFactionAsset:DutchyOfAndurien"")",None,None
4251,4251.0,Rosetta,-462.86800000000005,226.327,F,V,1.0,"(Id="""")",,
4252,4252.0,Rover,823.24,207.547,G,V,0.0,"(Id="""")",,
4253,4253.0,Ryans Fate,90.206,-416.56199999999995,F,V,0.0,"(Id="""")",,
4254,4254.0,Rypful,-506.039,367.019,M,V,5.0,"(Id="""")",,
4255,4255.0,Sabhal Mòr Ostaig,-253.54,237.28,G,V,3.0,"(Id="""")",,
4256,4256.0,Saggina,-605.874,-2003.902,F,V,9.0,"(Id="""")",,
4257,4257.0,Saidia,-1008.1569999999999,124.20200000000001,G,V,7.0,"(Id="""")",,
4258,4258.0,Salardion,-37.917,-394.62,K,V,8.0,"(Id="""")",,
4259,4259.0,Salisberg,-315.421,454.769,K,V,3.0,"(Id="""")",,
4260,4260.0,Saltural,253.043,-43.935,K,V,9.0,"(Id="""")",,
4261,4261.0,Saltville,377.93800000000005,-99.43799999999999,K,V,8.0,"(Id="""")",,
4262,4262.0,Salvende,640.2130000000001,278.418,G,V,3.0,"(Id="""")",,
4263,4263.0,San Carlos,454.874,-394.17800000000005,F,V,4.0,"(Id="""")",,
4264,4264.0,Santa-Ana,668.7239999999999,200.815,F,V,0.0,"(Id="""")",,
4265,4265.0,Santiago (CJF),-365.974,930.9939999999999,F,V,1.0,"(Id="""")",,
4266,4266.0,Santiago (OA),400.928986,173.619995,K,V,2.0,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
4267,4267.0,Sappho,-59.806999999999995,-240.67,G,V,1.0,"(Id="""")",,
4268,4268.0,Sardis,-262.27,-164.012,M,V,7.0,"(Id="""")",,
4269,4269.0,Sarkel,-89.84200000000001,-97.993,K,V,6.0,"(Id="""")",,
4270,4270.0,Sartu (Bastille 3130+),297.214996,-342.833008,F,V,4.0,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
4271,4271.0,Saumur,377.786,69.126,F,V,3.0,"(Id="""")",,
4272,4272.0,Schmitt,-304.737,-430.2,K,V,0.0,"(Id="""")",,
4273,4273.0,Schrim,616.313,199.868,K,V,8.0,"(Id="""")",,
4274,4274.0,Sebha,422.89599999999996,-412.788,F,V,7.0,"(Id="""")",,
4275,4275.0,Segerica,-27.284000000000002,-406.94199999999995,K,V,7.0,"(Id="""")",,
4276,4276.0,Sendai,62.141999999999996,166.422,M,V,4.0,"(Id="""")",,
4277,4277.0,Sentarus,-220.452,523.32,K,V,2.0,"(Id="""")",,
4278,4278.0,Serenity,390.616,-396.529,K,V,5.0,"(Id="""")",,
4279,4279.0,Seuta Bimyeong,266.09,359.23199999999997,K,V,6.0,"(Id="""")",,
4280,4280.0,Seven Lands (Garotte 3130+),-456.51,261.635,M,V,5.0,"(Id="""")",,
4281,4281.0,Shadow,-2.016,1749.942,B,IV,8.0,"(Id="""")",,
4282,4282.0,Shady Palms,802.288,-161.952,F,Ia,8.0,"(Id="""")",,
4283,4283.0,Shahhat,-972.832,139.66299999999998,M,V,3.0,"(Id="""")",,
4284,4284.0,Shalaine,-529.321,129.21,K,V,7.0,"(Id="""")",,
4285,4285.0,Shaobuon (Liu's Memory 3130+),-10.824000000000002,-416.351,K,V,3.0,"(Id="""")",,
4286,4286.0,Shardayne,4.579,247.12,K,V,1.0,"(Id="""")",,
4287,4287.0,Sharpe (Obeedah 3025+),63.638999999999996,-207.46200000000002,M,V,2.0,"(Id="""")",,
4288,4288.0,Shaun (Burl 2822+),53.27,-328.061,G,V,6.0,"(Id="""")",,
4289,4289.0,Sheridan (Clan),125.943,1794.2320000000002,G,IV,0.0,"(Id="""")",,
4290,4290.0,Shimoda,265.117,263.628,G,V,6.0,"(Id="""")",,
4291,4291.0,Shipton,-152.774,-517.692,G,V,8.0,"(Id="""")",,
4292,4292.0,Shira,700.5219999999999,236.5,M,V,0.0,"(Id="""")",,
4293,4293.0,Shiri,653.632,150.624,K,V,1.0,"(Id="""")",,
4294,4294.0,Shui-pào,-7.7860000000000005,-134.264,F,V,7.0,"(Id="""")",,
4295,4295.0,Sialkot,-487.844,237.511,G,V,9.0,"(Id="""")",,
4296,4296.0,Sichuan,35.534,-108.34200000000001,G,V,7.0,"(Id="""")",,
4297,4297.0,Sidon,-465.196014,183.865997,F,V,0.0,"(Id=""MWFactionAsset:AlarionPeriphery"")",None,None
4298,4298.0,Sikkim,331.765,330.962,K,V,2.0,"(Id="""")",,
4299,4299.0,Sileste,-535.337,314.399,F,V,8.0,"(Id="""")",,
4300,4300.0,Simancas,398.85699999999997,-123.714,G,V,0.0,"(Id="""")",,
4301,4301.0,Simone,387.55400000000003,-377.916,F,V,2.0,"(Id="""")",,
4302,4302.0,Sindalin,104.84200000000001,-338.73900000000003,F,V,1.0,"(Id="""")",,
4303,4303.0,Skaslien,220.523,-191.965,G,V,4.0,"(Id="""")",,
4304,4304.0,Skiland,-83.83,545.678,G,V,7.0,"(Id="""")",,
4305,4305.0,Skyfog,-59.979,-541.794,M,V,8.0,"(Id="""")",,
4306,4306.0,Smithon,126.499,-432.67,M,V,0.0,"(Id="""")",,
4307,4307.0,Smythe,207.446,-208.28099999999998,G,V,3.0,"(Id="""")",,
4308,4308.0,Snailzar,21.039,-101.42200000000001,M,V,3.0,"(Id="""")",,
4309,4309.0,Snowdon,-343.952,476.788,G,V,4.0,"(Id="""")",,
4310,4310.0,Solor,-485.084015,166.128998,K,V,8.0,"(Id=""MWFactionAsset:AlarionPeriphery"")",None,None
4311,4311.0,Sornath,673.16,124.829,G,V,1.0,"(Id="""")",,
4312,4312.0,Sorsk,717.0939999999999,183.09400000000002,G,V,5.0,"(Id="""")",,
4313,4313.0,Sparta,-219.535995,-207.587006,K,V,3.0,"(Id=""MWFactionAsset:FWLCommercialHub"")",None,None
4314,4314.0,Spirit,-222.808,-117.546,G,V,0.0,"(Id="""")",,
4315,4315.0,St. Andreas,-582.627,-365.81199999999995,G,V,7.0,"(Id="""")",,
4316,4316.0,St. Cyr,510.01,-110.12799999999999,G,V,8.0,"(Id="""")",,
4317,4317.0,St. Gall,-74.86,-87.65799999999999,K,V,9.0,"(Id="""")",,
4318,4318.0,St. Jean,-467.418,1066.007,M,V,7.0,"(Id="""")",,
4319,4319.0,Staffin,105.79899999999999,-178.032,F,V,5.0,"(Id="""")",,
4320,4320.0,Star Cluster 1108 (RW),528.249,-1890.273,G,V,9.0,"(Id="""")",,
4321,4321.0,Star Cluster 1108 (SW),1871.122,-672.87,K,V,8.0,"(Id="""")",,
4322,4322.0,Star Cluster 643,1937.366,-172.024,K,V,2.0,"(Id="""")",,
4323,4323.0,Star Cluster 65,803.801,-592.685,K,V,5.0,"(Id="""")",,
4324,4324.0,Star Cluster 752,61.5,-1374.51,K,V,7.0,"(Id="""")",,
4325,4325.0,Star Cluster 814,-1022.697,-449.467,F,V,5.0,"(Id="""")",,
4326,4326.0,Star Cluster 889,-104.805,-1724.985,G,V,5.0,"(Id="""")",,
4327,4327.0,Star Cluster A51,750.508,1390.5179999999998,K,V,7.0,"(Id="""")",,
4328,4328.0,Star Cluster Briceno 1,1311.721,-570.295,M,V,0.0,"(Id="""")",,
4329,4329.0,Star Cluster P12,115.721,1304.5810000000001,G,V,4.0,"(Id="""")",,
4330,4330.0,Star Cluster P24,-399.096,1520.5320000000002,K,V,0.0,"(Id="""")",,
4331,4331.0,Stardawn,-335.144,112.57600000000001,F,V,7.0,"(Id="""")",,
4332,4332.0,Starshine,-373.714,-37.188,F,V,1.0,"(Id="""")",,
4333,4333.0,Stellaris,-300.27099999999996,105.711,G,V,5.0,"(Id="""")",,
4334,4334.0,Stettin (FWL),-341.976,-294.981,K,V,6.0,"(Id="""")",,
4335,4335.0,Stettin (HL),-806.9730000000001,951.612,G,V,8.0,"(Id="""")",,
4336,4336.0,Stirling,-424.174988,179.242996,M,V,3.0,"(Id=""MWFactionAsset:AlarionPeriphery"")",None,None
4337,4337.0,Stockpoll,187.313,-168.296,M,V,5.0,"(Id="""")",,
4338,4338.0,Stonarboi,-99.116,309.722,G,V,1.0,"(Id="""")",,
4339,4339.0,Stralsund,-651.703,735.939,G,V,7.0,"(Id="""")",,
4340,4340.0,Strana Mechty,32.3,1767.809,G,VI,3.0,"(Id="""")",,
4341,4341.0,Strato Domingo,10.796,1880.658,K,II,6.0,"(Id="""")",,
4342,4342.0,Sturganos,370.76300000000003,-45.768002,F,V,7.0,"(Id=""MWFactionAsset:InfernosWake"")",None,None
4343,4343.0,Styriania,-503.41900000000004,328.205,K,V,0.0,"(Id="""")",,
4344,4344.0,Summerstide,533.347,-141.269,F,V,6.0,"(Id="""")",,
4345,4345.0,Sumy,37.987999,-289.225006,F,V,7.0,"(Id=""MWFactionAsset:SianCommonality"")",None,None
4346,4346.0,Sunchon,274.508,208.433,G,V,9.0,"(Id="""")",,
4347,4347.0,Sunnywood,61.127998,-400.76300000000003,G,V,3.0,"(Id=""MWFactionAsset:BackwaterRegion"")",None,None
4348,4348.0,Svalstad,-298.045,433.05800000000005,M,V,9.0,"(Id="""")",,
4349,4349.0,Swales,302.362,34.924,M,V,7.0,"(Id="""")",,
4350,4350.0,Sweet Water,-373.832,312.721,M,V,4.0,"(Id="""")",,
4351,4351.0,Synsstad,-446.895,251.38099999999997,G,V,7.0,"(Id="""")",,
4352,4352.0,Syrstart,-185.24,576.382,M,V,4.0,"(Id="""")",,
4353,4353.0,Szepes,-232.294,-63.077,F,V,4.0,"(Id="""")",,
4354,4354.0,Szombathely,-182.30700000000002,-84.029,F,V,9.0,"(Id="""")",,
4355,4355.0,T Cephei (The Devil's Eye),617.689,-308.885,K,V,4.0,"(Id="""")",,
4356,4356.0,Tadjoura,-995.551,174.925,F,V,6.0,"(Id="""")",,
4357,4357.0,Takata (New Start 3130+),366.20099999999996,301.52099999999996,G,V,5.0,"(Id="""")",,
4358,4358.0,Talisker,29.066999999999997,130.195,F,V,5.0,"(Id="""")",,
4359,4359.0,Tallassee,146.776001,3.931,F,V,1.0,"(Id=""MWFactionAsset:KuritaDavion"")",None,None
4360,4360.0,Tamaron,-2.003,1856.994,A,III,3.0,"(Id="""")",,
4361,4361.0,Tangerz (Mayadi 2822+),158.38299999999998,106.74700000000001,K,V,8.0,"(Id="""")",,
4362,4362.0,Tanis (Radulov 2600-),-57.373000000000005,1603.16,F,V,6.0,"(Id="""")",,
4363,4363.0,Tansalir,-1550.8129999999999,-513.952,M,V,3.0,"(Id="""")",,
4364,4364.0,Tantallon,488.941,0.494,K,V,1.0,"(Id="""")",,
4365,4365.0,Tanz,651.509,229.542,G,V,3.0,"(Id="""")",,
4366,4366.0,Taran's World,-59.948,505.527,K,V,2.0,"(Id="""")",,
4367,4367.0,Tathis,85.61,1811.9160000000002,B,V,4.0,"(Id="""")",,
4368,4368.0,Tatopani,-475.17400000000004,-7.042999999999999,K,V,8.0,"(Id="""")",,
4369,4369.0,Taumaturgo,706.701,290.871,M,V,2.0,"(Id="""")",,
4370,4370.0,Tazaraki,182.503,-262.427,G,V,8.0,"(Id="""")",,
4371,4371.0,Tedibyhr,124.790001,-63.402,K,V,4.0,"(Id=""MWFactionAsset:ShippingRoute"")",None,None
4372,4372.0,Tengil,-65.304001,-311.897003,K,V,7.0,"(Id=""MWFactionAsset:DutchyOfAndurien"")",None,None
4373,4373.0,Tetschner,96.589,-292.245,G,V,5.0,"(Id="""")",,
4374,4374.0,Tetski,-125.74799999999999,-475.26,M,V,7.0,"(Id="""")",,
4375,4375.0,Teylingen,417.94,-119.056,G,V,9.0,"(Id="""")",,
4376,4376.0,Thala,-958.097,167.247,K,V,3.0,"(Id="""")",,
4377,4377.0,Thamel (Wyeth's Glory 3130+),24.526,-415.04699999999997,F,V,7.0,"(Id="""")",,
4378,4378.0,Thasos,950.1360000000001,195.785,K,V,4.0,"(Id="""")",,
4379,4379.0,Thazi,775.431,181.301,M,V,3.0,"(Id="""")",,
4380,4380.0,The Eyes in the Dark,-936.0010000000001,297.243,F,V,1.0,"(Id="""")",,
4381,4381.0,The Swan's Eye,640.868,-617.092,F,V,7.0,"(Id="""")",,
4382,4382.0,Theta Carinae Cluster,223.325,472.13300000000004,K,V,5.0,"(Id="""")",,
4383,4383.0,Thirty Weight,-246.437,-152.841,M,V,7.0,"(Id="""")",,
4384,4384.0,Thorn,-774.43,666.562,G,V,4.0,"(Id="""")",,
4385,4385.0,Tianamon,98.679,-83.789,F,V,7.0,"(Id="""")",,
4386,4386.0,Tiber (Clan),89.514,1876.731,G,VI,8.0,"(Id="""")",,
4387,4387.0,Tintavel,-98.381,-243.791,G,V,5.0,"(Id="""")",,
4388,4388.0,Tirabad,339.017,-389.93300000000005,K,V,5.0,"(Id="""")",,
4389,4389.0,Tiruchchirappalli,385.115,-257.922,F,V,1.0,"(Id="""")",,
4390,4390.0,Tizga,-1037.368,129.592,K,V,4.0,"(Id="""")",,
4391,4391.0,Tokasha,108.09299999999999,1728.42,K,IV,5.0,"(Id="""")",,
4392,4392.0,Tomalov,-664.7130000000001,780.279,M,V,6.0,"(Id="""")",,
4393,4393.0,Tordenskjold,-231.688,544.393,K,V,3.0,"(Id="""")",,
4394,4394.0,Torgvei,-438.57800000000003,379.833,K,V,1.0,"(Id="""")",,
4395,4395.0,Toten,567.997,92.895,G,V,3.0,"(Id="""")",,
4396,4396.0,Totness,664.937,171.24200000000002,K,V,4.0,"(Id="""")",,
4397,4397.0,Tottori,430.69599999999997,265.006,M,V,9.0,"(Id="""")",,
4398,4398.0,Tovetin,36.998001,426.23901399999994,K,V,8.0,"(Id=""MWFactionAsset:DropshipGraveyard"")",None,None
